GISJOIN,white_pct,black_pct,hispanic_pct
G3900870051300,94.37,0.16,0.0
G3900230002800,92.33,0.0,6.77
G3900230002602,95.15,0.14,1.27
G3900230001400,80.58,10.95,4.04
G3900230000200,42.96,42.96,6.01
G3900770916000,93.35,0.0,3.18
G3900770915900,97.88,0.13,1.03
G3900770916600,96.51,0.42,1.97
G3900770915800,86.09,0.9,10.83
G3900350115900,42.37,44.06,4.9
G3900350185104,53.9,37.55,2.84
G3900230002404,82.92,8.4,3.74
G3901550921300,80.79,7.99,10.41
G3901550921400,86.54,7.33,1.3
G3901550921500,89.57,5.44,1.51
G3901490972300,92.97,0.35,0.63
G3901490971500,94.43,0.72,1.42
G3900610001100,62.96,32.14,2.65
G3900610001600,19.97,73.62,2.89
G3900850201900,86.78,10.41,1.11
G3900250041001,89.86,0.23,0.38
G3900250042002,95.11,0.0,0.0
G3900250042001,97.04,0.0,2.21
G3900250041104,95.62,0.89,1.84
G3900250040704,90.95,3.41,1.96
G3900250040206,92.67,2.28,0.44
G3900250040703,90.92,1.77,4.44
G3900250041506,98.02,0.0,1.95
G3900490007550,28.75,66.64,2.2
G3900490008720,26.57,49.43,7.76
G3900490009373,28.21,62.32,4.96
G3900450031100,95.45,0.04,0.33
G3900450032300,92.22,2.57,0.91
G3901510711324,92.75,0.68,2.04
G3901510713700,84.26,8.05,1.32
G3901510714100,85.23,10.6,0.89
G3900510040400,84.68,0.27,12.88
G3900410011102,93.48,1.29,1.92
G3901130040201,92.13,0.0,0.33
G3901130040302,86.4,5.4,4.73
G3901130040401,88.84,2.56,2.56
G3901130050101,74.69,11.27,8.07
G3900610009901,66.16,26.47,4.74
G3900610009902,66.06,24.03,8.53
G3901530531702,97.73,0.38,1.2
G3901530501100,27.73,47.62,7.46
G3901650032502,95.75,0.26,0.0
G3901530505300,28.83,64.82,0.0
G3901510711501,90.12,1.72,1.77
G3901510711322,79.35,7.0,4.35
G3901510711502,82.01,6.61,1.15
G3900850206300,83.61,0.74,13.43
G3901510710800,92.9,4.32,0.32
G3900610022101,64.26,29.63,2.13
G3900950001700,16.5,72.8,1.09
G3900950002402,4.04,91.85,0.96
G3900950001202,23.6,60.15,13.13
G3900950002900,31.88,57.36,7.7
G3900250041304,0.0,0.0,0.0
G3900250040900,95.81,0.45,0.03
G3900250041403,93.47,0.0,3.14
G3900250041800,98.48,0.35,0.7
G3900490009336,39.65,46.55,9.5
G3900490006391,87.64,4.41,1.09
G3900490008230,14.45,56.18,20.89
G3900490001600,46.53,28.54,8.79
G3900490006722,90.32,2.68,2.78
G3900490002760,50.51,37.57,7.21
G3900490007820,31.86,16.24,8.55
G3900490006396,69.79,7.08,2.21
G3900490006394,89.96,3.24,1.42
G3900490006393,72.47,5.6,3.11
G3900650000600,93.68,1.64,1.04
G3900490007044,58.73,6.18,5.5
G3900490007048,59.7,10.09,11.08
G3900870050700,95.96,0.63,0.19
G3900870050200,96.6,1.5,1.15
G3900870050800,98.82,0.21,0.56
G3900230002200,95.65,1.79,0.59
G3900230001101,22.42,49.66,5.49
G3900230002902,91.88,0.0,5.76
G3900230000400,81.38,14.05,3.28
G3900770915500,90.85,3.5,1.8
G3901730020800,88.3,0.0,11.06
G3900410012400,59.47,6.33,4.93
G3901730021701,83.04,10.53,2.79
G3901550921600,70.33,22.86,0.0
G3901550931900,58.31,28.02,1.51
G3901550932000,87.3,1.49,4.71
G3900950009800,89.15,0.29,7.72
G3900950000400,50.39,28.9,19.12
G3900950001301,91.53,3.16,3.16
G3901490971800,87.8,6.18,1.61
G3901490971400,94.83,0.63,0.37
G3901490972000,84.31,4.66,6.16
G3901490971700,94.49,0.11,2.75
G3901490971600,98.65,0.17,0.17
G3900250040205,100.0,0.0,0.0
G3900250041503,93.3,0.48,5.0
G3900250041002,86.91,1.35,2.5
G3901290021102,97.71,1.67,0.2
G3901290021101,98.3,0.05,1.31
G3901290021404,97.11,1.13,0.0
G3901470962700,93.54,0.24,4.6
G3900490000110,91.29,3.07,2.01
G3900490000210,86.37,2.98,1.97
G3900490000220,90.43,0.32,6.11
G3900490000310,62.01,19.55,6.81
G3901510711002,99.06,0.23,0.0
G3901510712114,92.04,0.39,2.5
G3901510700701,86.17,3.62,0.04
G3901510711001,93.64,0.0,1.57
G3900410011604,87.92,2.66,3.47
G3900410012200,90.68,2.56,0.8
G3901130050302,90.03,6.37,0.43
G3901130050303,60.39,15.43,8.06
G3901130050401,93.25,4.8,1.4
G3901130050402,89.9,1.42,4.13
G3900610023902,83.62,1.59,6.26
G3900610024100,91.88,1.02,2.6
G3900810001000,83.34,5.48,3.41
G3900810012100,97.96,0.34,0.38
G3900810012000,95.61,3.12,0.33
G3900610002700,76.84,13.45,2.78
G3900810011100,98.71,0.0,0.9
G3900850206400,97.08,0.65,1.74
G3900850206500,79.96,3.87,4.44
G3900490009361,42.37,52.4,3.53
G3900350136105,94.14,0.0,0.88
G3900350117203,23.68,69.84,3.9
G3900610022000,81.46,9.94,3.58
G3900610022102,54.33,32.51,0.37
G3900610021802,33.15,56.73,0.17
G3900250041701,93.89,0.0,3.5
G3900250041101,92.23,1.68,1.91
G3901050964300,95.32,1.08,0.29
G3901050964200,97.36,0.23,0.83
G3901050964500,97.11,0.93,1.96
G3900490009390,48.9,30.76,10.96
G3900490004620,56.7,34.69,4.67
G3900490000500,79.9,0.07,2.52
G3900490008120,58.91,12.2,19.45
G3900490008822,62.86,25.95,3.78
G3900490008825,81.98,14.19,1.95
G3900490008900,75.77,10.96,2.52
G3900490007047,67.25,22.69,5.73
G3900490007198,72.73,11.2,2.38
G3900490007202,40.92,44.32,2.65
G3900490007494,65.06,20.25,1.76
G3901230051000,87.16,0.61,10.16
G3901230051100,93.56,0.32,5.42
G3900870051002,95.69,0.94,2.67
G3900870050400,95.05,1.07,0.6
G3900870050900,86.31,0.2,1.86
G3900230003001,91.17,3.01,4.01
G3901090355001,92.19,1.1,1.74
G3901530507201,56.58,25.52,6.84
G3901530507202,89.26,2.47,0.8
G3901730021702,84.52,2.37,6.95
G3901730021800,71.67,14.54,4.93
G3900930010400,85.69,1.0,1.87
G3900950009300,97.44,0.0,1.62
G3900950009400,73.85,7.88,4.55
G3900990811400,71.71,17.46,6.41
G3900950009500,87.56,2.71,1.42
G3900950010400,73.75,9.22,4.79
G3900950001500,11.55,82.88,2.62
G3900950001800,33.04,55.56,5.77
G3901550930101,95.57,0.37,0.0
G3901550930200,90.23,0.0,0.0
G3901550930300,94.89,0.0,1.76
G3901550932200,80.75,4.47,9.94
G3901490971900,83.15,4.46,3.11
G3900350115800,40.21,47.33,4.05
G3900350116300,2.49,95.91,0.0
G3900350116400,1.03,91.09,0.0
G3900350116500,2.64,97.32,0.0
G3900350116700,0.51,94.15,0.0
G3900350116900,2.73,77.39,0.0
G3900350117101,18.21,69.92,3.55
G3900350117201,28.53,70.93,0.0
G3900250041201,83.85,0.64,0.0
G3900250041202,93.61,2.26,1.09
G3900250041505,96.54,2.08,0.06
G3901290021202,89.68,3.57,1.81
G3901290021403,91.09,0.71,2.04
G3900210010200,94.72,0.29,2.06
G3900610005000,82.04,7.19,6.94
G3900610005100,92.37,2.15,2.49
G3900610008000,8.58,80.17,7.48
G3901470963800,96.85,0.13,2.24
G3901310952500,96.43,0.51,0.0
G3901510712113,97.33,1.2,1.46
G3901510700702,65.88,20.96,10.76
G3901510711323,93.16,0.08,1.83
G3900410012000,93.63,0.33,1.68
G3900410012300,93.23,1.51,2.71
G3900950004503,91.15,3.66,5.19
G3900950004504,90.28,3.13,3.5
G3900610024200,76.79,15.96,1.76
G3901130000500,17.93,76.54,0.0
G3901130000600,16.11,77.67,2.37
G3901130000700,3.84,92.45,2.42
G3901130050502,88.18,7.05,0.74
G3900810000200,73.42,12.5,7.12
G3900810011800,93.23,0.93,2.75
G3900810011500,97.8,0.69,0.06
G3901130090304,71.46,13.23,4.46
G3901130040204,78.6,13.9,1.43
G3901130040303,93.1,0.96,1.48
G3901130050504,79.52,7.74,8.73
G3901510711112,94.79,0.46,2.81
G3900950001400,10.89,84.16,0.0
G3900510040702,83.89,0.0,13.8
G3900510040701,82.66,0.73,12.45
G3900610005500,44.05,47.66,1.9
G3900610005600,69.6,21.25,5.71
G3901050964400,91.19,1.0,0.16
G3901430961000,93.9,1.09,4.12
G3901430961200,89.14,0.51,7.9
G3900490009000,86.97,5.83,2.07
G3900490008730,25.58,60.03,5.26
G3900610004800,89.18,0.96,2.06
G3900610004900,89.72,3.67,2.63
G3900610007500,74.16,24.67,0.0
G3900610007700,11.69,87.86,0.0
G3900490007043,62.53,21.17,7.33
G3900230000500,88.63,2.01,1.52
G3900230000600,66.67,16.83,0.69
G3900490010601,77.57,3.01,3.47
G3900350135106,92.61,0.0,1.18
G3900350136101,92.83,0.55,2.21
G3900870051001,89.33,4.11,3.09
G3900870050300,89.3,9.07,0.86
G3900350101400,42.48,27.4,21.7
G3900350101700,35.29,48.92,15.79
G3900350102101,36.0,25.22,34.14
G3901570022002,92.84,1.47,5.49
G3901570022001,93.3,1.71,0.27
G3900890754102,94.3,3.86,0.57
G3900890759000,78.6,9.02,1.65
G3900610010002,20.85,75.41,0.99
G3900610010100,44.2,51.91,3.89
G3900610021504,22.82,63.65,3.52
G3901530504700,55.89,26.76,3.95
G3901530504800,81.49,5.53,8.7
G3901530507600,56.35,11.03,5.52
G3900950009700,95.54,0.35,3.33
G3900590977400,91.65,7.4,0.25
G3900590977600,95.4,1.02,0.1
G3900590977900,97.02,0.17,0.29
G3900590977200,95.94,0.07,0.0
G3901550932300,94.36,3.03,0.94
G3901550932600,90.07,2.07,3.02
G3901510711122,93.83,0.68,3.13
G3901510711211,98.82,0.55,0.58
G3901530532999,97.08,0.8,0.53
G3900950002401,36.45,48.68,8.25
G3900350184104,65.31,13.24,4.61
G3900350184105,64.61,17.77,3.64
G3900350184106,64.59,9.43,2.69
G3900350184108,68.08,9.66,0.11
G3900350185101,8.83,82.17,3.13
G3900350185102,50.51,39.53,3.56
G3900350185103,51.86,36.91,3.2
G3900350185201,21.78,76.52,0.65
G3900350185202,43.72,47.69,0.45
G3900610002300,29.84,57.95,0.0
G3900610002200,27.41,55.72,3.33
G3900210010500,89.1,4.51,0.43
G3900210010400,85.0,3.65,5.55
G3900570210102,77.1,2.11,2.55
G3900570200901,71.59,14.92,6.82
G3901030408101,90.26,4.32,1.27
G3901470963100,96.42,0.05,2.23
G3901470962500,96.45,0.32,2.17
G3901470962900,73.43,5.46,19.1
G3900490007426,90.07,2.15,3.81
G3900610021602,12.17,84.1,1.35
G3900610021603,43.25,43.83,0.0
G3900610021604,31.95,56.89,3.67
G3900610021701,61.83,33.43,0.63
G3900610021702,47.97,44.79,2.14
G3901090345000,98.25,0.0,0.8
G3900610022302,87.24,3.21,6.26
G3900610022500,33.48,52.21,2.97
G3901090365302,85.12,1.77,8.51
G3900610022602,69.54,25.85,0.38
G3900610022700,13.04,73.3,1.04
G3901130050600,83.0,5.22,5.6
G3901130060200,33.69,53.8,7.92
G3901130060300,23.89,67.0,4.4
G3901130070102,28.51,66.25,0.47
G3901130070201,62.32,33.71,0.0
G3900810012300,96.48,0.22,0.89
G3900810011700,90.4,7.87,0.89
G3900810011402,95.9,1.36,0.65
G3900810011000,99.22,0.0,0.0
G3900810001200,92.45,5.25,2.09
G3901710950700,92.98,0.19,5.12
G3901510711121,97.11,1.3,0.53
G3901510712112,92.74,0.0,0.0
G3901510711321,90.13,1.47,1.33
G3900930094102,93.37,0.26,4.82
G3900930097401,91.7,0.0,3.98
G3900610005701,62.27,21.05,4.25
G3900490006392,93.15,1.67,0.0
G3900490006500,97.39,0.25,0.64
G3900490006600,96.42,0.13,1.18
G3900490006710,81.49,5.22,0.54
G3900490006721,94.0,2.54,1.79
G3900490008132,65.89,9.73,21.52
G3901430960800,81.41,3.39,10.01
G3901430960900,90.42,0.85,6.64
G3900350123602,64.55,7.12,6.38
G3900350123603,80.71,7.73,5.95
G3900350123700,71.74,10.53,6.84
G3900350124202,63.51,20.56,8.77
G3900350124300,52.86,11.67,26.33
G3900350131103,84.02,3.42,5.24
G3900350124600,59.17,22.01,13.32
G3900350126100,10.88,84.94,2.67
G3900350130104,94.68,1.03,1.32
G3900570270100,97.34,1.56,0.64
G3900350136103,88.22,2.61,0.37
G3900230002701,88.11,0.0,11.42
G3900230002702,77.06,0.5,14.98
G3900230002901,91.84,0.65,4.8
G3900230003002,96.78,0.33,0.0
G3900230003101,98.81,0.0,0.32
G3900490009385,61.88,32.19,1.0
G3900710954400,97.54,0.41,1.3
G3901530510100,88.41,2.68,0.0
G3901530510200,91.61,1.34,3.95
G3901530510301,71.64,27.45,0.47
G3901190911400,77.84,8.1,4.42
G3901190911100,92.55,1.11,0.0
G3901190911900,80.95,8.2,3.76
G3901190912500,97.77,0.0,0.0
G3901190912200,69.7,12.86,7.63
G3901190912600,98.68,0.35,0.0
G3901190911300,93.68,1.92,0.0
G3901190912700,96.67,0.35,1.53
G3900590977300,91.52,2.72,2.72
G3900590978000,93.53,0.38,3.83
G3901410956100,76.48,12.41,3.68
G3901410956200,91.76,4.58,0.0
G3900950010100,87.38,3.52,5.08
G3900950002600,4.32,95.68,0.0
G3900950002500,0.87,95.92,1.2
G3900950002800,43.88,43.07,8.55
G3900950003000,44.51,36.48,14.41
G3900950003500,5.4,93.58,0.65
G3900950004501,86.21,3.64,7.82
G3900610004602,71.03,4.89,2.17
G3901550930600,95.81,0.51,0.0
G3900610002500,83.73,6.07,1.08
G3900350118602,11.76,78.83,1.42
G3900610002600,76.95,12.99,3.02
G3900350117400,15.37,82.59,0.0
G3900350117500,6.27,82.78,2.7
G3900350117600,23.15,73.78,0.84
G3900350117700,38.42,49.01,1.16
G3900350117800,17.76,75.22,0.72
G3900350118200,0.0,98.76,0.0
G3900350186201,90.2,1.21,1.47
G3900350186103,89.73,0.02,4.87
G3901030415802,95.9,0.0,4.1
G3901030415801,91.37,1.41,1.5
G3901130001801,57.39,36.79,3.06
G3901130050106,83.53,5.45,0.7
G3900850206600,92.13,4.76,0.86
G3901130040306,81.03,5.44,3.0
G3900890752802,97.25,1.71,0.0
G3900890752801,86.29,3.4,3.34
G3901470963400,90.79,5.92,2.58
G3901230051202,97.92,1.6,0.48
G3901230051201,96.45,0.0,3.55
G3900490000720,26.17,61.49,4.2
G3900610021801,31.31,61.81,0.1
G3900110041000,98.93,0.27,0.0
G3900110040200,92.21,4.9,1.49
G3900110040900,96.83,0.46,0.46
G3900610023001,61.1,21.05,0.62
G3900610006501,70.85,22.53,1.55
G3900610024903,85.12,0.93,0.19
G3900610026103,94.66,1.74,3.6
G3900610020603,91.68,3.45,2.57
G3901130000802,14.96,80.05,0.15
G3901130001000,20.19,74.7,0.57
G3901130001100,20.91,65.38,1.71
G3901130001200,35.15,52.13,3.58
G3900610024301,80.04,2.75,4.14
G3900610024800,93.38,2.92,0.08
G3900410011430,76.42,2.34,0.38
G3900030010801,93.25,3.99,0.82
G3900030011301,89.63,5.76,0.48
G3900930030102,91.69,2.21,4.06
G3900930080701,92.16,2.71,3.68
G3900930094101,90.61,0.81,7.68
G3900930097201,76.35,2.57,17.78
G3900930050302,94.57,3.34,2.09
G3900350198400,3.33,95.96,0.71
G3900350198900,28.19,55.51,11.73
G3900350197100,62.84,25.93,4.83
G3900350101201,49.66,12.31,31.97
G3900350198000,33.26,56.14,5.34
G3900350160603,86.7,8.36,1.27
G3900350197300,63.67,18.55,9.06
G3900350197500,59.95,15.85,16.02
G3900350199200,3.05,94.78,0.0
G3900350199000,2.48,88.23,0.85
G3900350198800,3.02,90.07,0.96
G3900350197200,7.38,86.66,2.13
G3901430961400,73.36,1.77,20.68
G3900610006400,8.1,90.02,1.2
G3900610008400,47.46,46.45,0.25
G3900490009100,86.79,6.34,4.06
G3901190911601,99.19,0.81,0.0
G3901170965502,93.68,0.04,1.26
G3900230002301,97.46,0.0,0.0
G3901350455002,97.13,0.43,1.42
G3901170965402,90.76,5.02,0.16
G3900350137101,52.96,15.45,19.73
G3900350137103,61.04,7.29,15.69
G3900350138105,56.36,27.69,4.34
G3900350192300,91.94,1.34,3.26
G3900350192800,73.49,15.41,3.08
G3900350192900,92.77,0.63,0.39
G3900710954800,92.0,3.51,0.95
G3901650031400,90.78,4.11,4.93
G3900410011423,84.69,2.82,1.48
G3900490005820,87.21,6.4,5.25
G3900490006000,68.93,20.98,0.0
G3900490006100,64.12,19.8,5.46
G3901530510400,91.38,3.95,2.49
G3901530510500,89.88,2.33,4.53
G3900490007394,83.67,2.06,3.19
G3901730020300,90.76,0.63,5.62
G3901730020401,89.82,0.97,3.33
G3901330600500,94.87,1.47,2.53
G3901330600602,95.27,0.0,3.89
G3901330600603,94.91,1.22,0.93
G3901410956400,93.67,3.49,0.44
G3901410956900,95.55,0.53,0.81
G3900030010100,94.88,0.56,0.9
G3901550930700,97.01,0.59,1.23
G3901550930800,96.64,0.57,1.08
G3900610000700,82.06,9.97,1.34
G3900610002800,71.63,24.2,0.35
G3900610003000,70.93,12.24,3.01
G3901550930900,91.0,3.0,2.23
G3900350186104,93.39,0.69,2.92
G3900350186105,93.27,0.55,2.66
G3900350186106,76.83,8.94,6.2
G3900350186107,90.49,0.02,1.8
G3900350186202,91.18,2.46,0.95
G3900350187103,35.88,58.61,1.07
G3900350186203,84.1,0.0,10.42
G3900350186205,87.5,1.27,3.35
G3900350186206,86.47,0.36,0.95
G3900890754104,89.87,1.19,1.28
G3900570200902,94.19,1.46,0.33
G3901030408303,86.65,8.46,3.17
G3901030408304,90.41,0.76,3.43
G3901030408102,89.86,0.0,4.68
G3901030408305,93.22,4.51,1.31
G3901430961300,85.59,4.29,6.02
G3901430961500,70.22,8.06,16.52
G3901430961600,65.64,8.38,23.29
G3901430961700,77.57,4.43,14.71
G3901230051203,86.82,0.0,11.29
G3900490000320,69.65,11.28,3.39
G3901310952200,92.73,0.5,2.67
G3901310952300,92.77,3.49,0.0
G3901310952700,94.91,0.97,1.57
G3900490006931,21.02,48.61,24.52
G3901530520103,73.26,15.19,2.09
G3901530520301,92.91,3.05,0.22
G3901530520302,89.93,2.0,4.52
G3900350122100,1.34,85.44,5.21
G3900350122200,3.86,91.35,0.0
G3900350123400,87.7,0.66,9.26
G3900610027600,63.13,24.56,2.39
G3900610027700,63.1,30.46,2.99
G3900610009200,26.6,53.35,14.04
G3900610009300,38.97,43.44,7.1
G3900610009400,37.48,42.23,5.42
G3900610009500,37.96,46.09,8.0
G3900610009600,45.13,21.77,2.92
G3900610024901,98.38,0.0,0.0
G3900430040300,93.93,0.0,5.14
G3900030011302,93.22,0.53,0.6
G3900450032800,77.31,13.13,5.34
G3900450030100,97.88,0.48,0.63
G3900930030101,97.45,0.0,2.55
G3900930013102,94.74,0.04,0.0
G3900930050301,85.26,3.08,4.9
G3900930097202,57.6,4.16,27.61
G3900930013202,84.89,5.72,6.06
G3900930013201,83.82,8.8,5.16
G3900350198100,28.89,56.86,9.53
G3900350198700,1.89,94.2,0.57
G3900350161900,95.22,1.9,1.66
G3900350114800,0.0,99.91,0.0
G3900350199300,3.55,95.68,0.49
G3900350198500,2.36,90.36,1.72
G3900350198600,13.85,79.15,1.25
G3900350198200,3.16,88.5,1.82
G3900350175108,56.05,11.99,10.78
G3900350175107,91.53,3.73,0.46
G3900350131105,51.54,31.42,4.4
G3900350981000,0.0,0.0,0.0
G3901190911602,88.7,0.0,0.0
G3901190911201,99.75,0.0,0.0
G3901190911202,95.25,2.13,0.0
G3901430962200,92.43,0.49,6.7
G3900610007000,52.18,27.89,9.26
G3900610008300,31.7,56.93,4.68
G3901170965401,94.5,0.0,0.0
G3901170965201,93.0,1.21,5.42
G3901170965202,89.51,0.53,9.96
G3900490006395,75.18,9.86,1.76
G3900490010700,75.81,4.22,11.14
G3900490009900,26.54,43.7,25.46
G3900490010000,82.46,8.27,1.2
G3900490010300,71.81,14.87,2.97
G3900870050100,96.07,3.11,0.0
G3900490006310,85.35,0.48,0.43
G3900490006321,87.52,0.14,3.98
G3900490007534,12.21,80.5,3.32
G3900490007710,44.07,37.62,10.37
G3900490007721,13.73,63.99,8.66
G3900490007722,51.62,23.6,10.88
G3900490007730,58.49,21.41,8.64
G3900490007740,79.24,17.33,0.0
G3901530510302,94.97,1.95,0.51
G3901190911000,94.41,0.79,0.0
G3901190912300,95.66,1.28,1.37
G3901190912400,98.26,1.16,0.09
G3901530520201,95.31,2.26,1.52
G3900030010900,83.69,11.08,3.33
G3900030012200,64.01,24.9,1.52
G3900030012400,72.85,11.67,8.81
G3900030013000,65.81,23.64,6.77
G3900030010300,93.71,0.0,5.42
G3901550931000,96.42,2.36,0.46
G3901550931200,98.55,0.16,0.0
G3901550931300,96.81,0.34,0.93
G3900610003200,68.04,11.12,3.93
G3901330600401,84.74,8.87,0.34
G3901730022500,86.66,3.15,9.5
G3901010010300,96.26,0.0,1.63
G3901010000600,95.29,2.46,1.36
G3901030417002,96.09,2.19,0.69
G3901030417001,96.89,1.26,0.0
G3901130125103,84.0,11.17,0.0
G3901130050107,65.45,8.58,5.04
G3901130125104,81.3,14.02,0.79
G3901130001802,81.52,17.74,0.0
G3900490000330,67.55,13.0,4.57
G3900490000410,91.13,1.72,1.68
G3900490000420,92.31,1.15,0.89
G3900490000600,75.58,9.11,6.19
G3900490000710,47.09,44.36,6.86
G3900110040400,90.13,0.87,5.2
G3900490001500,7.73,81.62,10.13
G3900490001700,65.51,17.52,7.08
G3900490001810,70.43,5.86,5.71
G3900490009220,48.65,23.33,22.17
G3901370030302,96.25,0.1,3.46
G3901370030301,85.02,1.8,9.77
G3900490001820,77.39,5.0,7.86
G3900490002000,82.37,8.2,4.94
G3900490002100,81.34,3.44,9.31
G3900570280102,97.23,0.17,0.91
G3900570240100,89.97,8.95,0.57
G3900570240600,45.85,44.4,4.01
G3900570240700,91.79,2.82,4.07
G3900430040400,91.18,1.59,1.84
G3901130090900,86.86,4.64,5.5
G3901130003500,10.63,88.23,0.0
G3901130091000,81.66,2.22,3.68
G3901250960300,94.22,0.78,2.91
G3901250960500,94.9,0.51,1.11
G3900930013101,86.92,0.15,2.89
G3900930097500,56.8,8.78,30.73
G3900930097402,92.38,0.93,4.36
G3901130090303,69.82,15.04,7.52
G3901130040305,79.32,0.65,0.0
G3901130040403,87.74,4.08,1.39
G3900350199100,3.96,87.05,4.3
G3900350190505,93.88,0.31,4.48
G3900350172104,42.09,13.11,17.04
G3900350198300,4.38,90.0,4.65
G3900350197000,10.18,87.52,1.13
G3900430041702,94.57,0.19,4.08
G3900430041900,85.49,1.43,3.24
G3900490007113,37.13,44.48,7.45
G3901430961100,85.53,1.03,12.22
G3901430962100,93.64,0.63,0.79
G3901170965501,98.74,0.0,0.16
G3900350133104,13.84,81.23,4.18
G3900350131104,73.63,4.54,2.08
G3900350132100,36.92,52.88,4.56
G3900350132302,53.46,41.44,1.0
G3900350135103,90.85,1.55,0.0
G3900350134203,82.82,3.42,5.77
G3900350134205,93.78,2.77,1.36
G3901390001000,69.67,20.38,3.44
G3900350138108,91.9,1.48,4.87
G3900350138109,84.41,2.27,1.53
G3900350140600,57.56,39.91,2.16
G3900350140701,26.69,66.85,1.5
G3900350140800,56.19,30.73,2.35
G3900350141200,72.52,13.63,2.05
G3900350141400,86.53,7.11,3.0
G3900350141500,74.48,15.45,5.32
G3900350150100,0.0,99.95,0.0
G3900350150300,8.19,90.37,0.0
G3900490007811,82.69,7.04,2.04
G3900490007830,67.64,9.55,7.46
G3900490009372,27.38,60.68,7.04
G3900490009381,50.76,38.93,6.56
G3900490009382,81.27,15.32,0.0
G3900490009383,57.39,22.98,17.05
G3900490009384,64.42,16.0,9.05
G3900710955200,98.71,0.0,0.92
G3900710954600,95.24,3.34,0.28
G3900710954500,93.92,1.27,2.75
G3900490001122,60.33,8.93,2.37
G3900490008163,49.1,11.76,24.76
G3900490008164,61.98,18.25,15.43
G3900490007041,72.83,0.61,12.46
G3900030011000,66.58,17.19,6.34
G3900030012700,74.46,22.56,0.0
G3900030012300,75.37,10.81,7.92
G3901550920700,48.61,39.71,5.08
G3901330601600,91.92,1.12,1.71
G3901330600402,90.87,4.87,0.52
G3901010010400,95.98,0.0,0.0
G3901010000400,89.92,1.75,0.0
G3901010010201,94.86,1.99,0.29
G3901010001000,94.75,0.09,1.11
G3901010010100,99.65,0.23,0.0
G3901090365301,89.64,5.07,1.85
G3901090320100,98.44,0.13,0.0
G3900890758602,93.69,1.68,0.0
G3900890758601,97.42,0.0,0.03
G3900890754103,95.63,0.0,1.76
G3900490008812,26.26,61.04,2.92
G3900450030200,94.84,0.22,1.6
G3900490000730,9.07,75.39,12.15
G3900490000810,70.53,29.23,0.0
G3901470962800,84.64,4.57,9.6
G3901470963000,73.85,6.15,13.48
G3900490002200,66.85,20.63,2.34
G3900490002300,15.92,69.34,2.24
G3900490002510,9.96,79.43,5.36
G3900490006932,26.18,46.27,10.41
G3900490006933,14.42,46.65,6.99
G3900350189108,84.87,1.4,4.78
G3900350189110,82.78,4.74,3.65
G3900570240500,87.03,8.4,0.57
G3900570255000,81.79,9.65,3.84
G3900570210500,89.71,1.04,2.35
G3900610020401,92.13,1.64,1.88
G3901130070202,7.12,87.26,0.0
G3901130070300,21.41,75.44,0.0
G3901130070400,29.92,61.46,3.22
G3900610010300,65.55,11.92,1.44
G3901250960200,87.93,0.49,7.26
G3901250960400,89.0,0.58,9.11
G3901250960100,96.05,0.43,2.52
G3901310952602,100.0,0.0,0.0
G3901310952601,96.44,0.0,0.0
G3901550932802,89.96,5.12,0.0
G3901130040405,64.94,7.33,14.64
G3901130050503,96.36,1.03,0.37
G3901510711412,91.96,1.68,0.34
G3901510711111,98.73,0.24,0.66
G3901510711411,82.46,0.54,7.62
G3900430040802,84.82,9.4,4.18
G3900270964501,76.94,10.06,0.0
G3901610020600,89.86,4.21,5.42
G3901610020700,89.98,1.31,7.47
G3901610020900,94.93,1.06,1.22
G3901430961900,82.45,0.29,6.56
G3900610006300,7.07,89.44,0.72
G3900610008501,26.49,64.11,6.82
G3900610008502,5.21,81.28,9.61
G3900490002740,71.93,20.73,1.65
G3900350134300,80.0,8.78,3.45
G3900350135104,94.61,2.7,0.55
G3900650000100,97.08,0.0,1.37
G3900350150400,9.88,90.12,0.0
G3900350151200,8.77,90.14,0.49
G3900350151300,21.08,76.22,0.0
G3900350151600,8.69,83.38,2.61
G3900350194100,82.76,12.92,2.52
G3900350194300,95.87,1.15,0.89
G3900230003102,94.6,0.0,0.0
G3900890756201,73.27,19.87,2.81
G3900570200600,83.43,5.67,3.72
G3901530507102,79.45,9.39,7.57
G3901530507203,80.24,13.25,1.88
G3901530507300,81.9,13.57,0.26
G3900490007199,49.97,44.11,1.19
G3900490007209,70.73,15.97,2.04
G3900490010602,74.65,5.74,11.21
G3900490009497,91.53,5.53,1.73
G3901590050100,87.67,0.0,5.23
G3901710950500,86.43,4.48,7.16
G3901710950100,95.83,0.29,2.83
G3901710950900,92.12,1.07,2.86
G3901710950200,91.68,0.58,6.22
G3901710950400,92.58,0.07,5.48
G3900250040301,93.77,1.12,2.62
G3901330600706,98.55,0.55,0.0
G3901330601300,77.13,8.67,2.25
G3901330601501,87.6,1.41,3.47
G3900850204900,92.9,0.49,2.12
G3900850204500,44.6,10.6,35.62
G3900850204800,97.51,0.75,0.0
G3900350187104,70.47,21.1,0.43
G3900850200200,85.7,4.26,5.12
G3900890757401,90.24,6.83,1.72
G3900890758902,99.94,0.0,0.06
G3900890757702,84.01,0.29,4.69
G3901470963200,95.89,0.71,2.26
G3901470963300,88.06,4.35,4.1
G3901470963500,86.8,6.42,2.65
G3900350189111,86.52,2.13,1.7
G3900350190502,95.95,1.76,0.0
G3900350190503,87.07,0.49,7.67
