GISJOIN,white_pct,black_pct,hispanic_pct
G0100030010708,78.3,9.08,6.64
G0101250010304,61.02,36.3,2.1
G0101250010205,89.15,8.64,1.82
G0101250012408,6.87,87.35,3.2
G0100550001300,47.22,36.3,9.61
G0100550000900,66.24,31.05,2.34
G0100950030203,88.52,2.42,1.88
G0100950030501,96.12,0.0,2.18
G0100950031002,77.21,0.96,21.13
G0100030011409,87.29,8.41,2.08
G0100030011417,99.2,0.0,0.8
G0100030011414,96.25,0.21,0.0
G0100030011416,97.29,0.0,1.7
G0100170954001,51.5,42.76,5.69
G0100170954002,40.35,55.96,1.7
G0101250012406,15.05,78.92,3.3
G0101250012102,66.84,21.26,7.2
G0101250012002,87.96,2.19,2.1
G0101250012001,79.62,3.58,0.0
G0101250012407,10.03,88.83,0.0
G0100890001902,91.05,3.72,2.25
G0100550001700,48.88,46.98,0.79
G0100550010300,90.3,4.33,1.63
G0100550000600,59.4,27.8,9.58
G0101010005903,49.35,46.28,2.99
G0100550010100,65.76,21.22,6.9
G0100550000300,34.66,62.33,2.29
G0100950031001,92.26,0.0,6.85
G0101230962302,67.16,23.76,4.9
G0101230962301,69.89,17.54,11.22
G0101230962702,67.6,29.25,0.0
G0101230962701,86.85,11.63,0.0
G0100170954800,31.35,64.1,2.74
G0100150002504,90.58,7.45,0.0
G0100890010302,82.25,10.27,2.91
G0100890010200,86.28,4.97,0.0
G0100890011021,67.49,19.11,7.69
G0100890001801,91.07,2.51,2.2
G0100890001901,85.47,0.25,2.76
G0100550000700,43.65,44.17,9.18
G0100550001600,22.92,74.71,0.35
G0100550000400,88.38,6.71,0.51
G0100770010600,68.27,22.79,1.12
G0100290959700,87.38,3.3,8.91
G0100290959500,94.17,1.02,0.44
G0100290959800,95.53,1.01,0.57
G0100290959600,92.59,5.12,0.83
G0100170953900,36.36,51.67,10.64
G0100470956202,68.57,29.05,0.25
G0100890010705,45.71,33.48,7.75
G0100890010625,11.74,73.44,8.44
G0100150001502,89.55,7.28,0.29
G0100150002503,82.17,8.86,0.0
G0100890000403,22.68,72.91,2.46
G0100890010502,62.81,29.87,4.69
G0100890011400,95.19,0.82,0.0
G0100890000901,86.4,5.86,5.26
G0101010003304,27.27,62.16,0.0
G0101010003303,20.12,78.57,0.0
G0101010005414,21.31,75.02,1.02
G0101010005413,66.32,27.16,1.93
G0100890010404,81.84,7.59,7.59
G0101010006000,38.78,36.97,20.8
G0101010000300,9.33,82.07,2.59
G0101010002800,18.58,74.28,2.39
G0100150002105,68.35,24.47,3.24
G0100150001103,76.97,21.51,1.5
G0100150001102,85.15,10.4,4.45
G0100150002001,91.91,1.04,6.3
G0100150002002,91.81,6.64,0.0
G0100890000602,17.96,55.58,23.79
G0100890010612,58.41,29.85,2.57
G0100590973600,96.88,0.32,0.0
G0100590973300,68.43,7.96,23.17
G0100590973500,96.69,0.0,3.13
G0100590973100,88.61,0.0,10.59
G0100590972900,76.66,3.81,18.58
G0100590973400,90.66,0.0,1.18
G0101010005613,8.82,63.19,12.03
G0101010002901,2.84,97.13,0.0
G0100550000800,29.12,53.72,16.4
G0101010006100,0.8,99.02,0.0
G0101010005402,17.7,67.15,5.85
G0100150001501,80.68,11.95,1.21
G0100150001802,79.7,9.97,4.15
G0100590973000,50.5,4.43,39.46
G0100590973200,42.46,13.82,43.09
G0101270020801,84.28,11.58,0.0
G0100550001100,87.57,9.86,1.02
G0100550010900,98.9,0.0,0.33
G0100510031001,59.18,21.8,11.47
G0101010005102,3.35,94.69,0.59
G0101010005700,66.53,29.71,0.0
G0101010005101,24.85,72.02,2.49
G0101010005800,69.01,29.26,0.44
G0101010001400,78.62,15.36,2.87
G0101010005604,58.66,37.12,0.34
G0101010000100,48.64,40.14,6.97
G0101010000200,19.42,75.09,5.49
G0100150001801,88.73,7.0,3.41
G0100150001101,78.07,8.91,9.1
G0100970006503,79.07,15.47,2.19
G0101270020302,86.53,6.32,0.57
G0101270020301,82.25,3.92,8.16
G0101270020802,92.19,0.0,6.35
G0100590973703,96.44,0.28,2.28
G0100550010201,68.37,20.48,7.74
G0100510030402,78.92,18.25,2.34
G0100510031002,73.08,26.49,0.0
G0101130030402,70.06,19.58,4.35
G0101070050000,79.53,14.61,3.12
G0101010000400,29.19,61.87,4.31
G0101010000500,53.07,27.69,15.56
G0101010000600,2.87,94.79,2.05
G0101010000700,21.55,74.4,0.47
G0101010000900,58.6,20.49,13.35
G0101010001000,8.04,89.49,0.24
G0101210010202,68.63,29.47,0.28
G0101210010102,73.24,23.15,0.8
G0101210010201,67.66,20.57,0.47
G0101210010400,79.52,16.67,2.94
G0100970980000,59.29,33.71,2.61
G0100970006903,33.68,37.57,19.69
G0100970006904,72.24,5.08,17.99
G0100590973701,99.01,0.0,0.99
G0100090050104,96.75,0.0,3.25
G0100090050106,66.67,2.94,23.77
G0101030005302,89.63,0.23,5.34
G0101030005304,84.63,5.68,2.98
G0101030000100,46.6,30.19,22.45
G0101070050300,37.58,43.7,16.15
G0101070050100,57.24,39.41,1.6
G0101070050200,68.91,30.94,0.0
G0101270020100,79.42,16.65,0.39
G0101270021500,90.69,6.88,0.0
G0101270021200,93.75,0.43,0.23
G0101270021700,76.51,19.64,0.0
G0101270021600,86.71,6.43,0.0
G0101270021900,97.65,0.0,0.38
G0100830020403,77.12,7.52,15.36
G0100830020103,90.83,4.57,1.09
G0101010001100,0.4,95.56,0.84
G0101010001200,2.09,97.26,0.0
G0101010001300,40.41,56.51,1.69
G0101010001500,20.82,74.56,2.13
G0101010001600,26.84,58.91,9.22
G0100530969900,82.56,12.83,3.04
G0100530970400,40.46,37.58,2.55
G0100530970500,65.3,31.4,0.9
G0100530970300,76.82,18.74,1.38
G0100530970600,29.8,69.81,0.0
G0100530970700,63.01,30.71,0.0
G0100970006303,80.11,11.24,6.77
G0100970006307,70.62,20.77,5.09
G0101030005103,71.27,27.73,0.3
G0101030005404,92.07,3.25,2.01
G0101010005902,1.04,96.74,1.04
G0100430965401,88.85,5.86,0.94
G0100550011100,94.9,0.4,1.56
G0100550000500,82.75,10.49,3.58
G0100730011208,47.11,39.88,12.42
G0101030005106,63.85,32.86,1.1
G0100730011209,20.99,67.57,5.69
G0100730011803,17.66,81.8,0.0
G0101250010804,50.79,29.48,16.3
G0101250011200,77.22,12.67,4.76
G0100090050107,87.27,0.32,11.18
G0100090050603,96.47,0.0,1.91
G0100090050105,79.7,6.2,11.59
G0100090050702,99.47,0.0,0.0
G0100090050701,94.05,1.76,3.41
G0100090050604,94.97,2.97,0.22
G0100090050302,78.88,0.0,20.76
G0100090050301,91.16,0.0,8.23
G0100090050501,84.82,0.72,11.39
G0100090050502,87.92,0.24,7.07
G0101150040110,83.81,11.12,1.14
G0101150040302,87.92,6.66,3.02
G0101150040207,96.32,3.46,0.23
G0101150040209,84.18,12.46,1.28
G0101150040301,95.51,1.22,0.0
G0101150040503,90.42,5.91,0.0
G0101150040108,91.24,7.21,0.41
G0101150040507,64.16,30.94,3.39
G0101130030404,72.76,12.89,1.05
G0101130030905,38.38,38.87,17.57
G0100730011804,12.73,85.81,1.19
G0100730012200,79.0,17.97,1.39
G0100730014406,76.64,17.77,0.15
G0101050686800,53.76,46.24,0.0
G0100730012500,50.05,46.25,0.26
G0100730014209,68.14,15.04,1.62
G0100730014208,59.85,23.96,5.62
G0100730014206,71.89,27.4,0.0
G0101150040211,81.99,12.13,0.0
G0101150040208,83.74,12.72,2.1
G0101150040210,87.78,7.34,0.0
G0101130030904,18.88,53.72,21.15
G0101130030906,58.47,34.35,2.04
G0101130030601,23.27,47.58,24.68
G0100330020200,80.41,16.69,1.47
G0100330020300,43.81,56.19,0.0
G0100730013100,2.9,93.63,3.48
G0100730000100,13.68,78.84,7.08
G0100730000300,14.47,77.66,7.87
G0100730012401,3.32,93.34,0.0
G0100730012402,26.88,67.78,0.76
G0101170030336,71.78,17.13,5.15
G0100730014205,41.92,54.99,0.0
G0100730014207,70.23,29.48,0.0
G0100730014303,66.78,19.35,4.94
G0100730014106,84.92,11.81,3.09
G0100730004502,39.05,36.7,6.82
G0100730004501,54.34,26.42,5.66
G0101150040213,95.34,3.02,0.83
G0101150040212,96.96,1.86,0.68
G0100330020400,91.15,4.98,1.01
G0100430965502,87.03,0.31,7.33
G0100430964902,78.68,2.46,5.89
G0100430965501,83.38,16.02,0.0
G0100430964201,92.91,0.72,1.73
G0100430964202,98.36,0.0,0.79
G0100430965002,86.51,2.13,7.36
G0100430965001,86.47,0.08,9.55
G0100430964901,95.05,1.15,0.14
G0100050950900,34.04,50.76,12.58
G0100050950100,44.15,52.4,0.0
G0100050950600,40.92,55.72,0.75
G0100050950200,34.43,62.76,1.57
G0100050950300,47.98,48.93,1.2
G0100050950500,68.02,23.93,4.43
G0100050950400,48.08,39.06,10.68
G0100050950700,53.44,39.88,0.0
G0100050950800,45.33,51.63,0.0
G0100730002701,78.15,12.18,6.56
G0100730002402,4.03,77.73,4.89
G0100730002401,56.15,38.0,2.16
G0100730012917,68.22,20.14,3.08
G0100730011115,90.07,8.62,0.11
G0101150040107,79.3,15.32,0.69
G0101150040505,90.52,0.0,6.48
G0101150040109,94.87,0.94,0.0
G0101150040508,94.39,3.74,1.87
G0101150040206,83.77,6.95,0.35
G0101150040506,71.28,26.54,1.99
G0101150040504,84.54,1.92,11.72
G0100530969802,61.61,28.36,7.28
G0100330020500,75.44,9.41,6.04
G0100370961200,69.14,24.37,1.9
G0100370961100,93.05,5.09,1.87
G0100370961000,31.04,68.66,0.0
G0101090188900,33.14,63.61,1.19
G0101090188700,61.71,35.65,0.0
G0101090188800,65.15,25.44,5.44
G0101090188600,69.69,23.28,0.3
G0101090189300,45.03,46.87,5.75
G0101090189200,69.19,24.59,2.97
G0100730005905,10.46,75.08,12.88
G0100730005907,15.9,82.71,1.11
G0101010003200,4.11,91.27,0.0
G0101030005101,74.03,14.31,6.74
G0101030005105,93.29,4.3,0.79
G0100970006704,52.82,34.69,0.7
G0100970005702,86.69,11.77,0.0
G0100730011114,83.62,8.94,3.95
G0100730012918,58.4,26.05,12.33
G0100730011709,72.73,9.11,13.82
G0100530969801,95.18,2.83,1.78
G0100930964600,81.77,8.9,6.65
G0100930964100,98.15,0.36,0.11
G0100930964200,96.53,2.62,0.0
G0100930964300,89.33,2.82,2.63
G0100930964500,98.5,0.52,0.99
G0100730014107,100.0,0.0,0.0
G0100730011806,7.83,87.44,4.73
G0100730011708,69.15,17.27,4.62
G0100730012921,91.73,3.42,2.26
G0100730005908,15.77,81.95,1.4
G0100470957200,0.29,99.71,0.0
G0100470956201,73.02,26.98,0.0
G0101170030337,56.6,8.47,27.03
G0101170030704,91.42,5.5,0.03
G0101010005614,2.76,63.96,33.27
G0100770011000,64.89,23.44,2.09
G0101010002902,4.19,94.83,0.5
G0101010005412,66.03,25.24,2.49
G0101010005904,36.9,55.25,7.6
G0100730014304,44.75,45.43,5.02
G0100730014415,71.09,9.55,6.2
G0100730014414,86.26,6.4,3.88
G0100730011116,98.34,0.0,1.24
G0100730011112,30.46,63.87,5.4
G0100730011113,28.61,62.99,5.12
G0100730012920,77.88,9.11,8.51
G0100730010807,72.67,11.69,9.95
G0100730011303,95.66,2.17,0.17
G0100730010001,49.54,41.47,6.5
G0100730010002,60.33,34.96,0.21
G0100730010200,19.85,65.72,14.43
G0100730010301,10.01,84.98,1.86
G0100730010302,1.17,91.62,5.54
G0100730010401,23.59,73.19,1.71
G0100970006504,93.91,2.01,0.0
G0100970006306,68.83,24.38,1.71
G0100970006412,84.29,11.86,2.59
G0100970006413,85.26,6.14,0.0
G0100730011117,62.21,20.2,5.69
G0100730012003,63.5,23.81,0.0
G0100730012804,94.4,0.64,0.45
G0100730011003,85.42,6.84,7.56
G0100730011707,83.89,8.77,4.24
G0100730011004,92.77,5.26,1.18
G0100730010605,6.23,85.93,7.84
G0100730010604,6.27,91.88,0.17
G0100730010402,10.94,83.07,0.8
G0100970004800,0.62,95.07,0.0
G0100730010603,5.54,91.02,1.08
G0100730010701,59.7,16.37,14.03
G0100730010702,85.2,5.22,6.37
G0100730010703,93.74,2.54,0.86
G0100970003501,78.47,14.7,6.01
G0100970007204,82.93,13.89,2.53
G0100970006703,76.04,14.83,0.0
G0100970007203,96.46,0.43,2.11
G0100970003712,55.38,27.43,2.97
G0100730010806,98.53,0.25,0.1
G0100730012916,86.34,2.85,1.29
G0101010005611,47.91,29.35,1.03
G0101010005608,68.48,17.38,1.31
G0101010005503,65.24,24.08,2.35
G0101010005501,21.33,74.02,1.57
G0101010005504,89.86,9.0,0.0
G0100730012004,41.33,52.46,1.76
G0100730011710,92.83,0.03,3.85
G0100730012307,43.65,55.04,1.31
G0100730011304,93.32,2.98,0.0
G0100970004900,1.95,91.59,6.02
G0100970005000,15.57,83.92,0.0
G0100970001501,0.7,97.02,0.94
G0100970001800,37.2,57.8,2.6
G0100150001300,82.89,1.81,3.57
G0101010005411,77.0,8.77,0.72
G0100770011801,95.92,0.0,0.88
G0100730005103,7.14,72.09,20.07
G0100730004902,65.8,20.08,4.13
G0100730014409,81.06,4.18,0.44
G0101010005502,36.05,53.6,0.09
G0101010005612,34.4,43.28,3.93
G0101010005610,15.94,69.37,13.63
G0101330965502,95.03,0.1,0.96
G0101330965501,97.56,0.0,0.0
G0101330965503,93.88,0.0,1.52
G0100730014408,49.6,36.6,5.39
G0100730011301,74.16,13.26,9.49
G0100730012703,72.04,14.23,2.66
G0100730002702,17.21,81.02,0.43
G0100730012306,13.86,85.6,0.26
G0100730011401,65.18,34.82,0.0
G0100730012919,26.84,63.86,1.93
G0100010020200,36.48,58.39,1.71
G0100150001201,62.47,35.12,1.34
G0100150000500,4.46,90.33,0.0
G0100150000800,27.96,48.32,20.61
G0100970003502,94.32,0.73,0.0
G0100970005100,33.76,59.94,1.41
G0100970005200,65.96,26.04,5.66
G0100730000400,11.84,79.41,5.88
G0100730012907,67.74,25.88,2.5
G0100730012908,38.19,35.68,24.9
G0100730013002,2.45,84.23,10.1
G0100730013200,4.12,91.17,3.07
G0100730013300,7.42,70.86,15.99
G0100590973702,95.29,0.73,2.19
G0100190956101,99.45,0.0,0.0
G0100190955802,96.87,0.0,0.82
G0100010020600,72.14,20.25,5.26
G0100010020100,77.49,12.11,1.7
G0100970002900,27.91,50.9,15.34
G0100970003602,8.26,86.24,5.38
G0100970003606,66.37,19.5,3.22
G0100970003608,21.78,73.82,2.85
G0100970003703,54.95,34.94,1.68
G0100970006403,70.18,21.14,5.27
G0100970006304,86.1,12.63,0.51
G0100970003410,42.23,52.85,2.0
G0100970006106,69.54,26.34,1.28
G0100970006201,87.22,1.07,8.41
G0101010005403,15.98,71.87,2.16
G0101190011500,11.36,86.05,2.34
G0100190955801,92.78,0.0,5.77
G0100190956102,89.87,7.54,0.59
G0100010020700,71.67,20.24,4.77
G0100010020400,87.17,8.73,0.48
G0100970001901,41.04,52.17,0.0
G0100970001902,58.29,35.59,2.33
G0100730010704,68.7,24.24,2.63
G0100730010705,90.78,1.74,4.18
G0100730010706,57.19,18.91,11.94
G0100970006305,78.06,18.58,0.03
G0101030005500,90.4,0.67,3.19
G0101030005405,95.66,1.44,0.41
G0101010003301,52.68,43.8,0.84
G0101010005301,46.48,18.81,15.79
G0101010005302,38.29,42.58,16.79
G0100970005601,79.65,16.38,0.0
G0100970005701,77.41,4.86,0.0
G0101210011301,62.88,33.23,0.6
G0101210011302,58.18,33.29,5.58
G0101210011502,83.31,8.91,6.98
G0101210011501,95.55,4.17,0.0
G0100710950601,90.36,2.33,4.69
G0100710950301,93.32,3.12,0.0
G0100450020500,59.81,32.97,3.75
G0100450020700,26.21,69.49,0.1
G0100450021400,66.36,26.84,2.55
G0100190955702,96.4,2.59,0.64
G0100110952500,41.4,43.8,12.63
G0101110000600,73.02,18.68,0.79
G0100270959000,72.02,17.07,8.75
G0100810042003,75.91,18.42,4.01
G0100730010801,94.31,1.45,0.79
G0100550010402,91.27,2.37,4.29
G0100550010601,96.82,1.33,1.63
G0100550011200,19.28,47.24,31.81
G0100550011001,93.82,0.09,0.97
G0100970003100,69.31,19.97,2.87
G0100730013400,8.4,88.48,2.42
G0101050687100,11.07,88.5,0.0
G0100950030402,93.28,0.0,3.26
G0101030005305,82.6,8.06,0.0
G0101030005306,91.05,4.11,2.57
G0101030005201,85.22,13.44,0.0
G0101010002201,2.12,97.52,0.0
G0101010002202,0.0,100.0,0.0
G0101010002300,0.0,100.0,0.0
G0101010002400,0.89,98.57,0.3
G0101010002500,12.71,65.53,13.83
G0100490960102,94.05,0.0,0.0
G0100490960701,73.99,0.39,22.41
G0101210010301,49.19,41.34,4.57
G0101210010600,13.03,81.96,3.58
G0101210010302,75.26,22.92,0.0
G0100810040901,74.47,12.64,6.31
G0100190955900,87.63,4.64,4.15
G0100150981901,100.0,0.0,0.0
G0101030005109,50.0,29.78,16.59
G0101030005108,77.1,8.45,8.64
G0100970003202,41.14,47.95,9.43
G0101190011600,44.5,54.65,0.0
G0100770010300,5.08,94.12,0.71
G0100770010700,49.3,20.07,26.96
G0100490960402,93.32,1.05,0.0
G0100490960303,81.18,0.64,10.42
G0100490960602,86.84,0.04,9.62
G0100490960702,84.9,0.0,11.22
G0100490960101,92.95,0.0,0.0
G0100490960302,90.23,4.57,2.32
G0101030005602,98.36,0.0,0.73
G0100190956000,85.04,9.18,1.3
G0101230962400,62.15,32.06,3.49
G0101230962200,70.45,27.07,1.59
G0101230962502,94.03,4.21,0.29
G0101230962000,66.85,31.59,1.31
G0101030000300,82.69,7.0,9.46
G0101030000400,58.7,26.8,12.3
G0100970003704,69.25,18.86,5.25
G0100970003705,65.18,25.46,1.85
G0100970003706,68.11,23.37,1.01
G0100970003707,51.24,38.27,1.54
G0101330965700,91.6,0.4,6.92
G0100970002100,15.84,81.81,0.0
G0100970003203,51.12,38.88,6.72
G0101330965800,88.24,3.52,6.23
G0101330965900,98.3,0.0,0.93
G0100970005602,75.32,20.73,3.73
G0100970006505,76.04,17.6,2.43
G0100970006202,65.41,16.53,5.98
G0100970006107,81.54,17.27,0.0
G0101030005703,81.13,3.43,13.86
G0101030005704,90.44,1.84,4.48
G0101030005601,90.5,3.14,0.98
G0101030005202,96.01,0.14,2.95
G0100730011805,35.8,56.9,1.5
G0100730012805,76.95,16.13,2.54
G0101230962600,10.56,87.31,1.68
G0101030000600,17.58,66.15,16.27
G0101030000700,18.32,45.39,28.29
G0101030000800,47.04,24.93,24.61
G0101030000900,45.38,13.06,36.93
G0101030001000,53.3,25.45,19.35
G0101030005303,88.24,8.46,1.36
G0100730003700,4.32,92.44,0.49
G0100730010804,97.89,0.7,0.0
G0100730011206,69.97,25.68,1.02
G0100730011500,96.1,0.0,1.04
G0100730011704,94.99,0.7,0.55
G0101010002600,66.6,20.98,6.63
G0101030000200,90.52,0.17,3.96
G0101010002700,55.67,41.32,0.0
G0101010003000,6.94,90.82,2.08
G0101010003100,4.32,92.25,0.0
G0101230962100,43.46,52.46,3.66
G0100430965402,95.94,1.89,1.09
G0100790979201,27.45,70.54,0.74
G0100790979202,62.11,22.47,4.55
G0100790979502,89.84,0.0,0.0
G0100790979501,80.48,0.0,9.97
G0100090050103,69.01,0.0,24.9
G0101130030403,50.98,41.53,3.05
G0101130030903,36.73,53.32,1.52
G0101130030907,67.1,19.58,4.6
G0101130030602,33.92,64.03,0.0
G0100730012001,48.95,44.16,3.62
G0100730010900,28.7,58.43,10.1
G0100730011207,26.04,66.04,4.5
G0100070010001,93.58,6.37,0.05
G0100030011501,77.87,3.65,9.9
G0100110952100,2.53,97.47,0.0
G0100690040302,44.08,44.6,6.71
G0100690040301,56.64,35.06,3.07
G0100250958003,37.05,60.17,2.78
G0100250957603,35.88,64.13,0.0
G0100250957604,67.61,27.88,1.79
G0100030010400,85.06,9.04,1.34
G0501190003406,70.76,25.73,0.88
G0501190980300,62.92,15.14,14.83
G0100730012602,51.48,44.73,1.6
G0100730012104,62.41,35.39,0.0
G0100730010803,64.21,31.89,2.56
G0100730005000,70.02,11.68,6.18
G0100970006402,65.59,19.1,12.41
G0100970007102,38.95,55.49,0.69
G0100730002100,23.44,74.1,2.45
G0101110000300,79.43,15.89,1.16
G0101110000400,74.27,20.63,0.0
G0101110000500,52.61,44.89,1.42
G0100730004702,86.11,7.16,3.02
G0100730004800,91.59,2.72,3.06
G0100730005101,1.11,94.33,3.11
G0100730005200,4.87,95.13,0.0
G0100730005302,45.08,50.94,0.46
G0100730005500,18.91,75.15,5.94
G0100030011201,91.08,0.05,0.05
G0100030010800,64.58,27.07,2.33
G0100030011000,74.72,2.19,22.13
G0100030010300,76.57,13.56,1.99
G0100730012403,38.5,56.04,1.0
G0100730012302,88.03,7.84,1.81
G0100730011901,48.42,27.85,23.3
G0100970002301,24.21,74.94,0.42
G0101170030314,63.25,23.16,2.36
G0101170030317,74.59,9.39,8.69
G0101170030319,52.81,24.71,15.37
G0100810040300,80.64,6.67,3.26
G0100730005701,0.38,99.62,0.0
G0100730005702,6.39,93.61,0.0
G0100730005800,36.67,47.95,11.28
G0100730005903,28.96,64.44,4.71
G0100890002801,65.73,24.84,3.23
G0100630060102,26.12,71.55,0.86
G0100030010500,85.26,13.01,0.44
G0100030011300,91.36,5.59,1.54
G0100030010704,83.93,12.38,0.82
G0100030010100,73.27,21.22,0.0
G0100330020802,80.38,18.01,0.0
G0100330021000,80.78,13.84,2.91
G0100330020801,74.39,23.85,0.0
G0100330020100,77.5,17.07,1.32
G0100030010200,86.35,7.24,0.0
G0100730011205,58.8,37.32,3.45
G0100730011210,26.15,60.78,11.68
G0100730011600,86.3,11.43,0.28
G0100730010100,2.48,92.86,0.0
G0100890001302,19.28,66.93,6.18
G0100970002302,2.38,96.79,0.0
G0100970006902,65.7,14.39,6.98
G0100810040700,71.05,20.38,1.89
G0100810041300,67.86,29.33,1.15
G0100970002502,78.08,14.51,1.36
G0100630060101,21.64,76.19,2.16
G0100690040802,70.59,17.9,7.53
G0100030010600,34.02,56.6,7.41
G0101110000100,90.04,1.55,7.52
G0101110000200,86.21,4.9,7.94
G0100950030801,72.45,1.64,21.01
G0100950031100,68.3,4.29,25.47
G0100890003000,32.29,54.12,10.35
G0100890003100,63.11,29.66,3.09
G0100150981902,0.0,0.0,0.0
G0100150000900,83.19,15.36,0.7
G0100150002400,89.85,2.76,2.0
G0100970005300,53.32,38.98,1.28
G0100970006000,69.45,16.66,3.47
G0100970006103,6.51,92.57,0.0
G0100690040204,77.41,16.96,1.99
G0100690041902,77.73,19.43,1.5
G0100690040205,81.54,7.83,3.14
G0100690040203,80.81,6.82,6.75
G0100950030902,79.26,0.75,17.45
G0100430964400,94.94,0.0,2.21
G0100430964500,99.64,0.0,0.18
G0100430964100,95.14,0.0,3.63
G0100430964700,83.56,0.0,15.36
G0100430965600,88.42,0.73,0.99
G0100430965700,94.6,0.6,3.63
G0100430965300,98.03,0.04,0.46
G0100150001400,76.0,22.93,1.07
G0100150000600,24.73,66.43,3.12
G0100150002600,93.34,1.17,3.43
G0100470956800,16.89,77.81,0.04
G0100970006802,80.74,11.65,5.58
G0100970007000,88.88,3.89,5.32
G0100970000200,48.68,46.35,1.63
G0100690040801,78.95,12.67,4.78
G0100690041901,82.38,7.32,5.98
G0100950031200,87.52,3.32,9.16
G0100550011002,95.1,0.0,3.15
G0100550001200,73.86,16.75,5.44
G0100150001000,61.63,26.74,4.52
G0100150002102,76.14,19.35,0.88
G0100970000401,0.0,98.65,0.38
G0100970000402,0.0,100.0,0.0
G0100970000600,4.34,93.54,0.0
G0100970005400,81.38,13.06,0.51
G0100810041400,7.32,84.15,8.53
G0100690040206,80.36,9.4,4.78
G0501110490200,89.39,0.0,3.84
G0501110490100,84.6,4.72,3.2
G0501110490600,85.3,0.84,2.01
G0501110490300,76.6,8.98,7.8
G0501110490400,93.13,1.62,0.94
G0100550010800,96.15,1.91,0.57
G0100550010602,96.62,0.0,0.47
G0100550000200,46.2,44.99,6.93
G0100150981903,0.0,0.0,0.0
G0100150002502,96.04,2.1,0.05
G0100150000700,35.94,52.65,4.22
G0100150002300,75.16,18.62,4.56
G0100810041600,21.27,72.34,3.17
G0100810041200,79.26,16.85,0.33
G0100970002400,11.95,84.09,0.57
G0100970003708,66.64,25.18,1.83
G0100030011102,85.2,9.0,4.34
G0501110490700,73.46,11.94,2.34
G0501250010406,87.38,1.38,6.28
G0501250010407,87.52,0.0,7.84
G0501250010511,83.2,9.18,2.11
G0501250010303,91.8,2.86,2.0
G0100550010401,73.8,13.86,3.75
G0101230962501,93.05,4.48,0.5
G0101230961900,91.1,7.51,0.32
G0100390962500,80.9,16.79,2.31
G0100390962800,96.53,1.4,0.12
G0100150001202,61.53,12.03,24.58
G0100630060000,8.3,82.8,7.49
G0100630060200,15.36,82.9,0.2
G0100730013601,9.49,77.68,10.71
G0100730013801,8.84,77.1,13.32
G0100970003710,59.4,27.98,10.36
G0100970002501,87.4,6.3,4.04
G0100970003205,14.42,71.12,2.93
G0100970003302,78.1,10.43,7.09
G0100970003402,15.35,84.28,0.37
G0501250010302,87.86,0.0,9.25
G0501250010512,95.92,0.51,3.35
G0501250010508,92.92,0.54,3.6
G0501250010509,89.29,3.92,4.24
G0501490952500,63.69,2.17,30.9
G0501490952600,96.16,0.0,3.21
G0500690000502,8.93,87.79,1.41
G0500690001901,42.57,51.85,0.36
G0100390962000,75.71,22.56,0.08
G0100390962900,96.57,0.71,0.81
G0101090189003,54.18,43.17,0.0
G0100430965100,94.78,1.01,2.81
G0100730013901,25.64,73.28,0.0
G0100730013902,42.93,54.73,0.0
G0100730014105,21.47,77.61,0.0
G0100730000500,1.3,98.15,0.55
G0100730000700,0.87,97.88,0.0
G0100730014405,60.72,29.68,5.23
G0101170030320,76.64,9.98,5.05
G0101170030701,73.26,17.97,1.89
G0100970003405,26.81,64.04,7.82
G0100970003406,37.23,59.51,0.66
G0100970003901,2.85,97.15,0.0
G0100970003902,0.0,99.45,0.0
G0100970000701,1.73,98.27,0.0
G0100970000702,0.19,99.62,0.0
G0500690002104,74.86,21.24,0.0
G0500690000301,75.88,22.5,1.15
G0501450070100,95.31,0.26,1.69
G0501450070700,84.59,3.54,3.76
G0501450070300,95.01,0.0,1.58
G0501450070600,92.79,1.54,2.36
G0100430964600,95.09,0.56,3.43
G0100430965200,92.16,0.0,6.16
G0100430964300,84.48,0.07,9.37
G0100170954600,70.48,24.93,4.52
G0100650040200,61.38,38.62,0.0
G0100650040300,26.17,72.82,0.18
G0100650040100,64.39,35.61,0.0
G0100650040500,34.81,65.19,0.0
G0100650040000,51.71,41.28,0.0
G0100710951000,93.17,0.0,0.29
G0100710950200,87.01,3.44,6.76
G0100710950400,89.5,0.0,4.91
G0100710950700,86.31,2.56,9.43
G0100710950500,92.93,0.2,2.65
G0100730000800,3.25,96.75,0.0
G0100730001100,1.36,97.27,0.36
G0100730001200,20.55,77.46,0.3
G0100730001400,0.0,95.4,3.1
G0100730001500,6.51,93.23,0.0
G0100730001600,12.96,82.71,3.89
G0100970002600,12.97,86.47,0.0
G0100970003408,29.89,66.97,1.81
G0100970004000,0.0,99.01,0.99
G0100970004100,1.47,97.88,0.0
G0100990076000,44.78,52.62,0.19
G0100990075800,17.71,81.2,0.0
G0100970002700,10.89,86.31,1.48
G0100990075700,42.13,55.06,1.33
G0100990076200,73.66,16.17,0.0
G0100990075600,26.72,73.28,0.0
G0501450070200,98.96,0.0,0.0
G0501410460200,90.63,0.2,8.2
G0501410460400,89.7,0.18,0.64
G0501410460100,97.45,0.73,1.38
G0501190004220,35.81,56.83,5.07
G0501190003002,24.51,70.6,3.86
G0501190003305,58.72,18.03,12.39
G0100510030902,62.23,28.88,6.47
G0100510030702,86.91,9.37,0.54
G0100510030701,84.36,10.28,3.28
