GISJOIN,undergrad_pct
G2200170024102,15.28
G2200170021100,17.02
G2200170020500,32.23
G2200170022000,31.19
G2200170020700,27.84
G2200170021000,22.62
G2200050030212,44.94
G2200050030406,21.97
G2200050030403,33.61
G2200050030404,25.24
G2200050030303,39.33
G2200050030501,30.65
G2201030040307,59.03
G2201030041106,14.53
G2200730005203,32.77
G2200730011100,27.9
G2200730010900,10.52
G2200510027806,19.42
G2200710001746,21.8
G2200170021200,22.51
G2200170021300,16.5
G2200170021400,23.35
G2200170021500,51.31
G2200450030500,21.41
G2201010040600,7.0
G2201010040700,14.86
G2200330004025,80.58
G2200550001403,59.41
G2200330004511,47.86
G2200390950600,1.02
G2200390950200,22.17
G2200390950800,9.9
G2201030040609,39.91
G2201030041302,71.77
G2201270960300,34.5
G2201270960100,22.43
G2201270960400,11.27
G2200710001743,38.72
G2200710000615,41.85
G2200510027811,18.83
G2200510027812,20.16
G2200470952902,15.16
G2200470952901,21.53
G2200470952702,33.71
G2200670950200,26.52
G2200670950700,14.1
G2200330004512,37.17
G2200330004029,31.57
G2200330003811,72.11
G2200330003912,11.8
G2201030040606,28.0
G2201030040804,48.81
G2200650960300,18.81
G2200650960200,25.44
G2200650960400,14.94
G2200650960100,34.49
G2200170025300,14.89
G2200710001749,10.84
G2200710014500,0.0
G2200670950500,2.42
G2200670950400,15.53
G2200670950300,35.66
G2200670950100,18.11
G2200670950600,23.22
G2201130950700,18.45
G2200710003302,27.0
G2200710009000,59.96
G2200710009100,55.9
G2200710009200,32.68
G2200710009400,4.9
G2200710009700,74.11
G2200710009900,72.27
G2200550000800,11.04
G2200310950300,22.24
G2200310950400,13.8
G2200310950500,2.86
G2200310950600,16.55
G2200050030102,19.18
G2801130950300,5.68
G2801130950700,6.13
G2800470003208,18.03
G2800970950100,22.9
G2800970950200,34.36
G2200710013302,80.4
G2200710008400,64.63
G2200710013000,59.19
G2200510025104,17.84
G2200330004504,21.32
G2200510025201,22.8
G2200510025202,17.19
G2200510025300,28.54
G2200330003201,12.64
G2200030950400,13.6
G2200030950100,19.36
G2200030950300,21.67
G2200330002300,83.58
G2200330002400,22.77
G2200550001500,47.17
G2200550001700,49.57
G2201130950903,26.88
G2200450030602,30.05
G2200050030600,15.75
G2200710003304,33.21
G2200710003307,31.62
G2200710003308,20.62
G2200710003400,46.39
G2200710010300,34.43
G2200710010700,67.22
G2200710010900,67.94
G2200710011100,55.9
G2200710011200,64.65
G2200510025400,19.78
G2200510025600,43.72
G2200510025700,21.03
G2200510025900,45.29
G2200510026000,11.74
G2200510026100,10.3
G2200510026200,9.79
G2200330003400,8.4
G2200510026300,16.68
G2200330002500,38.33
G2200330002602,68.18
G2200330002700,47.34
G2200810960300,17.02
G2200810960100,16.31
G2201010041300,2.84
G2200450030601,20.41
G2200450031302,20.91
G2200450030102,14.39
G2200450031600,12.15
G2800670950402,27.4
G2800670950302,31.9
G2800670950301,30.22
G2200710011500,76.58
G2200710010000,63.42
G2200710010100,81.19
G2200710010200,51.52
G2200710011600,97.1
G2200710011700,86.64
G2200730010800,12.1
G2200930040600,30.32
G2200930040300,29.34
G2200930040100,11.16
G2200710006900,23.25
G2200710007000,16.21
G2200930040500,15.7
G2200930040700,24.54
G2201010041400,30.95
G2201010041500,24.32
G2201010041600,10.82
G2200150010500,15.4
G2200150010702,28.34
G2800670950401,38.81
G2800170950100,15.07
G2800170950200,12.55
G2800170950300,13.34
G2801530950200,14.01
G2800470000600,27.97
G2800470000900,79.64
G2200730011000,16.01
G2200710011900,88.79
G2200710012000,93.76
G2200710012101,83.44
G2200710012102,83.67
G2200550001802,51.57
G2200930040400,16.93
G2200930040200,22.26
G2201230000200,16.89
G2201230000100,14.77
G2201230000300,6.11
G2200290000300,11.26
G2200290000100,19.55
G2200150010400,6.77
G2200150010602,23.22
G2200150010701,16.67
G2200330002801,97.18
G2200170022300,7.92
G2800070060600,13.58
G2800070060400,26.39
G2800070060100,7.15
G2800070060300,22.67
G2800070060500,24.93
G2800070060200,20.17
G2800470001900,29.47
G2800470002300,5.17
G2200050030900,24.81
G2200710003500,33.33
G2200710003701,54.38
G2200710003702,51.38
G2200710003800,82.8
G2200710003900,56.25
G2200710004000,51.16
G2200290000400,23.17
G2200290000500,7.55
G2200510026400,19.56
G2200510026500,21.13
G2200510026600,11.49
G2200510026700,16.73
G2200510026800,3.72
G2200510026900,11.91
G2200510027000,27.89
G2200170022400,6.34
G2200170022500,7.44
G2200170022600,81.84
G2200170022700,45.25
G2200170022800,37.26
G2200170022900,46.06
G2200170023000,52.02
G2800470002500,42.03
G2800470002600,9.07
G2801430950102,16.79
G2801430950101,27.29
G2801130950102,40.47
G2800890030107,66.16
G2801570950201,27.95
G2801570950202,23.2
G2800470001600,51.22
G2200710004100,86.06
G2200710004500,67.93
G2200710001737,20.41
G2200710000701,12.64
G2200710006400,66.06
G2200710001301,37.07
G2200710010600,63.58
G2200710004900,38.57
G2200710005400,60.02
G2200710005500,71.7
G2200710005601,57.35
G2200710012200,74.59
G2200710012300,61.74
G2200510027100,16.46
G2200510027200,14.69
G2200510027501,10.59
G2200710000605,25.84
G2200710000606,51.91
G2200710000607,39.08
G2200710000611,13.1
G2200710000612,67.77
G2200710007200,11.31
G2200170024601,12.31
G2200170024602,14.31
G2200170024700,16.45
G2200330003910,35.23
G2200330005300,23.46
G2800470001800,12.11
G2800750010301,28.28
G2800750010400,28.49
G2800750001000,34.28
G2800750000200,17.22
G2800750000900,12.17
G2800750000700,10.06
G2800470002900,70.65
G2200710012400,64.75
G2200710012500,80.15
G2200710012600,84.47
G2200710012800,76.82
G2200710012900,68.15
G2200710013100,35.51
G2200710013200,53.07
G2200710013301,80.4
G2200550001600,85.14
G2200710007501,17.47
G2200710007502,27.07
G2200710007604,86.12
G2200710007605,12.35
G2200710000702,40.32
G2200710000901,13.96
G2200710000902,65.59
G2200710000903,21.08
G2200970960100,9.06
G2200970961200,24.22
G2200510990000,0.0
G2200170023100,57.34
G2200850000201,5.08
G2200850000702,32.44
G2200850000202,14.75
G2200850000701,16.56
G2200330005200,42.75
G2801430950200,14.54
G2801510000701,38.28
G2200550002001,18.83
G2200550000900,8.9
G2200550002102,34.46
G2200970961900,16.22
G2200970960500,8.22
G2200970960200,17.02
G2200970960300,10.74
G2200970960400,2.95
G2200970960800,38.06
G2200230990000,0.0
G2200510020517,61.71
G2200510980000,0.0
G2200590970100,12.26
G2200590970200,35.13
G2200570020703,57.0
G2201050953800,12.74
G2201050953300,8.83
G2201050954800,13.33
G2201050954700,41.22
G2201050953200,18.76
G2201050954300,34.3
G2200710001745,37.3
G2200710013400,73.03
G2800110950300,38.64
G2800110950200,8.38
G2800110950500,31.33
G2800110950400,21.7
G2800110950100,12.19
G2800710950201,70.0
G2800710950502,33.62
G2801510000702,38.3
G2800090950200,18.7
G2200530000300,23.01
G2200530000200,19.75
G2200530000100,27.88
G2200530000700,25.68
G2200590970300,22.39
G2200190980000,0.0
G2200190980100,0.0
G2200510030100,46.13
G2200510028800,34.04
G2200510024601,18.05
G2200510029600,19.56
G2200510029700,22.69
G2200510029100,45.45
G2200510030300,73.61
G2200510024801,75.62
G2200710013600,51.74
G2200710013800,24.59
G2200710013900,78.66
G2200710014200,73.01
G2200710014400,69.69
G2200710014300,20.2
G2200730980000,0.0
G2200950070600,18.7
G2800670950700,10.49
G2800670951000,39.86
G2800670950500,22.16
G2801210020210,54.37
G2801210020208,44.14
G2200450031200,12.68
G2200790012400,53.56
G2201170951000,19.83
G2201170950700,10.52
G2200510020204,65.52
G2200510020305,49.16
G2200510028700,27.87
G2200510029800,31.63
G2200510029900,14.77
G2200510030200,43.46
G2200510020304,60.54
G2200510028900,29.96
G2200510029200,65.19
G2200330004013,48.02
G2200990020301,26.08
G2201090000401,19.26
G2200990020502,16.97
G2201090000402,22.69
G2200710000904,24.0
G2200710001100,55.79
G2200710001302,33.33
G2200710001401,3.58
G2200710001402,27.4
G2200710001500,42.97
G2801210020212,56.74
G2801210020209,45.99
G2801210980000,28.57
G2800470003512,19.95
G2800470003215,26.58
G2800470003406,42.8
G2800470003209,31.35
G2800470003212,14.29
G2800470003511,13.19
G2800470003510,27.05
G2201170950800,13.35
G2201170950600,11.69
G2201170950400,13.44
G2201170950300,14.34
G2200510020400,73.84
G2200510020502,19.29
G2200510020506,22.89
G2200510020507,30.53
G2200510020512,66.71
G2200510028400,49.76
G2200510029300,67.04
G2200510028300,11.44
G2200510028500,51.82
G2200510029400,56.9
G2200510022601,81.36
G2200510020206,65.89
G2200510020205,24.46
G2200510028600,49.04
G2200510030000,43.06
G2200710001600,0.0
G2200710001701,26.16
G2200710001702,52.02
G2200790980000,0.0
G2200870030203,18.22
G2200870030206,22.89
G2200870030207,18.82
G2800470003213,27.22
G2800470003001,48.59
G2800470003002,33.56
G2800470003306,56.15
G2800470003409,11.36
G2800470003408,41.07
G2800470003514,12.34
G2800050950200,17.14
G2800050950100,18.73
G2800630950103,26.47
G2800630950101,24.62
G2800630950102,20.85
G2801090950600,23.3
G2201170950900,12.14
G2200630040700,17.98
G2200450030900,9.73
G2200510020513,41.06
G2200510020514,66.5
G2200510023004,42.65
G2200510029500,63.34
G2200510029000,23.28
G2200550001408,49.11
G2200990020601,25.53
G2200990020102,16.28
G2200990020402,31.37
G2200990020401,14.28
G2200870030209,30.9
G2200870030300,24.08
G2200870030400,12.6
G2200710001720,16.6
G2200710001723,30.47
G2200710001724,32.21
G2200870030601,28.39
G2200870030602,20.24
G2800270950500,21.09
G2800270950300,23.63
G2800270950400,14.77
G2800270950600,18.08
G2800270950700,28.65
G2800270950200,24.4
G2800270950100,17.91
G2801010050301,18.46
G2801010050302,32.81
G2801290950202,19.05
G2801290950302,21.48
G2801290950201,21.14
G2801290950301,7.57
G2800010000500,15.89
G2200510020600,6.1
G2200510021000,11.07
G2200510021100,47.28
G2200510021300,23.75
G2200510021500,22.85
G2200330005100,53.23
G2200330004602,28.91
G2200990020303,24.35
G2200990020101,15.95
G2200990020504,5.53
G2200990020304,4.82
G2200990020201,23.77
G2200870030603,2.1
G2200870030700,13.13
G2200710007700,82.72
G2200870030800,16.55
G2200870030500,25.0
G2200870030103,20.74
G2200870030204,12.43
G2200870030104,16.42
G2200870030208,20.32
G2800010000400,15.64
G2800010000700,39.21
G2200510023300,32.42
G2200510023400,30.76
G2200510023500,17.99
G2200510023600,15.76
G2200510023700,45.28
G2200510023800,20.9
G2200510023901,37.09
G2200510023902,54.19
G2200510023903,62.07
G2200510023904,50.83
G2200510024001,34.99
G2200990020202,14.6
G2200990020503,28.59
G2200550000100,52.87
G2200710008200,48.09
G2200710008500,73.55
G2200710008800,72.89
G2200710001736,21.74
G2200710001739,26.45
G2200710001740,16.68
G2200710001741,20.72
G2200710002000,39.47
G2200710002200,10.3
G2200710002300,13.63
G2800010000300,14.31
G2800010000600,37.26
G2800010000200,20.76
G2200510024002,54.0
G2200510024100,41.66
G2200710000604,6.46
G2200710009600,63.28
G2200710004401,38.81
G2200710000200,45.79
G2200710000300,27.75
G2200710000400,22.02
G2200710000601,0.0
G2200710000603,11.62
G2200510024400,33.13
G2200990020602,1.58
G2200550001903,28.57
G2200550001904,44.66
G2200550001905,31.84
G2200710002401,33.03
G2200710002402,21.86
G2200710002501,43.34
G2200710002502,38.08
G2200710002503,46.83
G2200710003303,38.81
G2200710002504,45.39
G2200710002600,62.4
G2200710002700,44.02
G2200710002800,22.69
G2200710002900,33.53
G2200710003000,18.51
G2200710003301,61.98
G2800010000900,41.6
G2800810950800,41.45
G2800810950700,18.13
G2801470950102,20.64
G2801470950301,32.09
G2801470950302,29.37
G2801470950101,26.0
G2800010000800,24.97
G2800010000101,14.94
G2800010000102,8.53
G2200510024700,51.38
G2200510024900,22.75
G2200510025002,20.9
G2200510025102,32.01
G2200510025103,26.09
G2200710006000,36.54
G2200710006300,38.52
G2200710005602,71.55
G2200710006500,50.4
G2200710005603,74.65
G2200710005604,77.72
G2200550001424,41.73
G2200550001419,39.92
G2200630040203,8.31
G2200630040813,32.43
G2200070050202,10.33
G2200070050201,7.06
G2200750050201,51.08
G2200330004603,50.86
G2200330004700,16.86
G2200330002601,73.46
G2201130950101,28.25
G2201130950102,26.33
G2201130950904,21.29
G2200630040812,28.42
G2200630040811,32.02
G2200630040404,23.03
G2200750050202,23.98
G2200430020403,17.2
G2200430020406,13.99
G2200430020404,11.03
G2200430020405,27.29
G2200970961701,30.85
G2200970961801,22.63
G2200970960601,19.16
G2200330004401,46.88
G2200330003202,22.88
G2201130950201,29.24
G2201130950202,12.74
G2201050954105,24.97
G2201050954106,35.35
G2201050953402,25.73
G2200630040814,20.44
G2200630040405,21.13
G2200970961802,7.5
G2200970961702,19.04
G2200970960702,15.87
G2200970960902,11.35
G2200970960602,8.78
G2200330004203,10.38
G2200330004503,37.8
G2200330004301,25.0
G2200330004302,34.87
G2201050954505,20.39
G2201050954601,16.07
G2201050954504,36.35
G2201050953501,26.73
G2201050954104,38.1
G2200290000202,15.13
G2200290000201,15.63
G2201150950703,19.05
G2200010961000,13.44
G2200970961301,8.73
G2200970961302,12.32
G2200970961401,16.67
G2200970961502,38.18
G2200970961602,7.98
G2200330004403,29.7
G2200330004507,51.43
G2201130950901,23.62
G2201150950704,26.58
G2201090001001,13.32
G2201090000602,7.23
G2200410950300,17.02
G2200410950600,11.81
G2200410950500,15.41
G2200410950400,13.94
G2200410950100,19.66
G2200410950200,17.25
G2200330004204,14.17
G2200710000800,29.29
G2200710003600,43.57
G2200710011400,83.32
G2200890062200,35.1
G2200970961402,49.86
G2200970961601,16.11
G2200970960701,8.8
G2200970961501,0.69
G2200330003000,3.81
G2200330003908,37.19
G2200330001900,76.06
G2201090001702,29.28
G2201090000502,26.4
G2201090001703,44.5
G2201090001303,22.71
G2201090000901,33.95
G2200710007607,58.48
G2200710001755,28.17
G2200710000619,31.77
G2200710001756,19.74
G2200710001754,35.93
G2200710000620,0.0
G2200330003804,45.58
G2200910951201,31.53
G2200330001600,67.33
G2200550002101,24.09
G2201010041200,11.97
G2200190001600,7.51
G2200790012301,49.21
G2200250000300,22.34
G2200250000100,16.33
G2200190001901,47.14
G2200190002100,25.36
G2200750990000,0.0
G2200010960202,32.09
G2200010960101,16.64
G2200010960901,34.33
G2201090001501,29.91
G2201090001502,27.52
G2201090000701,8.16
G2201090000501,3.14
G2201090000103,22.75
G2201090000702,11.31
G2201090000902,16.43
G2200890062302,30.61
G2200890062500,21.92
G2200890062800,26.68
G2200890062900,18.41
G2200890062100,23.58
G2200250000200,19.81
G2200870030105,53.33
G2200870990000,0.0
G2200790013800,35.51
G2200010960401,23.27
G2200010960602,7.64
G2200010960802,30.08
G2201090000106,8.96
G2201090001302,0.0
G2201090000601,20.0
G2200150010806,32.51
G2200710008600,2.4
G2200330003504,26.47
G2200890063000,22.74
G2200330003505,19.93
G2200790012302,50.49
G2200550002103,24.09
G2200170021600,64.42
G2200170021700,15.37
G2200170021800,7.01
G2200170022200,25.5
G2200010960601,31.67
G2200010960402,19.64
G2200010960403,3.45
G2200190002500,9.98
G2201090001701,59.23
G2201090000204,32.49
G2201090000203,26.02
G2200330001800,39.8
G2200330002000,64.36
G2200330003604,13.33
G2200330003701,40.84
G2200330003601,11.69
G2200330002200,25.75
G2200170024108,39.94
G2200170024109,20.41
G2200170024201,36.66
G2200330000900,9.9
G2200330001000,8.82
G2200330001102,23.4
G2200190002600,22.24
G2200190002800,9.02
G2200190003000,14.45
G2200190003101,8.09
G2200190003102,30.38
G2200190003500,22.25
G2200190000400,7.83
G2200190003300,30.14
G2201090001301,11.85
G2201090000105,33.09
G2201090000104,14.03
G2200010960700,24.51
G2200010960300,9.73
G2200010961200,9.7
G2200010961100,7.48
G2201130951002,16.46
G2200150011120,48.89
G2200150011201,19.62
G2200150011202,37.45
G2200150011003,31.96
G2200150010808,37.24
G2200150011111,10.91
G2200150011113,35.24
G2200730005303,34.04
G2200730010204,35.89
G2200730010104,44.34
G2200730010402,39.37
G2200730010505,32.22
G2200730005304,24.08
G2201090001002,15.61
G2200550001425,24.9
G2200550001416,55.52
G2200330004402,19.69
G2200850000100,9.81
G2200850000500,16.73
G2200850000400,16.32
G2200850000600,30.53
G2200850000300,10.73
G2200330003506,22.67
G2200330003702,38.3
G2200150011114,13.46
G2200150011124,23.26
G2200150011116,42.99
G2200150011121,42.1
G2200150011115,13.19
G2200150010801,27.84
G2200150011107,19.02
G2200610960900,7.15
G2200550001426,46.3
G2200550001427,30.48
G2200550001428,22.59
G2200550001422,63.37
G2200890063100,49.52
G2200890062700,22.46
G2200150011118,10.9
G2200150011117,55.22
G2200150010807,36.99
G2200150011004,21.09
G2200610960800,28.08
G2200610960300,41.19
G2200610960500,56.66
G2200610960100,40.57
G2200610961000,43.55
G2200610960600,28.93
G2200610960200,23.37
G2200350000200,2.69
G2200550002105,42.23
G2200550002003,24.84
G2200550001412,56.85
G2200550001414,48.25
G2201130951001,20.82
G2200510990100,0.0
G2201150950701,32.5
G2201150950702,19.53
G2201210020100,28.97
G2200150011112,22.67
G2200330001103,17.43
G2200330001104,3.15
G2200190001100,43.59
G2200310950103,27.2
G2200310950101,21.5
G2200310950102,18.61
G2200190000700,18.32
G2200190002300,18.49
G2200150011119,36.88
G2200350000300,9.63
G2200350000100,40.24
G2200030950502,32.75
G2200030950501,9.11
G2200030950201,6.09
G2200030950202,51.85
G2200750050100,18.89
G2200150011300,2.21
G2200150010601,9.01
G2200550001417,45.44
G2200550001413,47.07
G2200550001907,17.2
G2200550002106,25.41
G2200330003703,35.51
G2200710001757,7.83
G2200710013702,0.0
G2200710013701,62.21
G2200710001753,12.41
G2200710014101,63.87
G2200710001752,10.2
G2200710014102,49.72
G2200710013502,56.95
G2200710013501,55.41
G2200710007608,70.53
G2200150011123,30.43
G2200190000500,72.08
G2200190000300,13.68
G2200190003200,22.06
G2200190000200,3.08
G2200190003400,35.66
G2200190000800,14.93
G2200150010900,38.51
G2200330004509,47.88
G2200550001415,49.14
G2200550002004,47.34
G2200550001302,17.42
G2200550001906,33.14
G2200890062400,16.99
G2200890060100,25.49
G2200890062301,52.89
G2200190002900,13.69
G2200190002204,31.68
G2200190000100,44.85
G2200190000900,33.53
G2200190001000,52.65
G2200190001201,20.0
G2200190001202,7.02
G2200190001500,1.9
G2200330000200,5.1
G2200330000300,13.1
G2200270950100,14.5
G2200270950300,11.8
G2200270950400,7.99
G2200270950500,22.26
G2201130950800,6.57
G2200330000400,8.93
G2200330000100,1.37
G2200550001201,29.53
G2200550001202,41.43
G2200550000605,31.13
G2200550001909,13.2
G2200550001423,72.93
G2200550001421,57.14
G2201210020200,26.16
G2200690000902,27.2
G2200690000901,35.29
G2200690000601,10.91
G2200690000602,50.13
G2200190001700,20.81
G2200330003507,39.6
G2200330003603,20.33
G2200330001700,69.06
G2200330003501,29.02
G2200510027904,14.97
G2200510027903,7.06
G2200510027816,32.14
G2200510027813,42.32
G2200510025005,41.28
G2200510020518,19.44
G2200510021602,22.36
G2201150950400,22.04
G2201150950600,22.54
G2201150950200,16.71
G2201150950100,25.4
G2201130950103,6.56
G2200550001301,70.45
G2200550001908,32.88
G2200550000606,66.68
G2200550001418,61.94
G2200550001420,17.46
G2800730020206,64.44
G2800730020203,59.33
G3701550961000,25.85
G3701550961100,5.46
G3701550961900,13.12
G3701550961400,13.04
G2800890030203,59.92
G2800890030301,76.79
G2800890030104,56.96
G2800890030600,8.0
G2800970950302,25.48
G2800970950301,16.28
G2800490003500,15.7
G2801450950500,21.88
G2801450950100,10.5
G2801450950600,13.4
G2801450950300,23.13
G2801450950400,25.94
G2801450950200,11.69
G2800490002200,19.66
G2800590042201,10.71
G2801230020400,5.75
G2801230020600,23.96
G2801230020200,17.69
G2801230020500,14.35
G2800390950304,12.01
G2800390950303,29.43
G2800330070900,21.33
G2800330071200,25.95
G2800330070610,12.05
G2800330070830,42.64
G2800670950201,35.43
G2800670950101,14.3
G2800670950202,16.85
G2800670950102,20.9
G2800670950602,44.3
G2800670950601,13.83
G2800670950901,22.61
G2800670950801,26.99
G2800670950802,9.97
G2800670951101,30.54
G2800670951102,33.05
G2800670950902,25.75
G2800610950401,18.57
G2800610950402,22.61
G2800610950101,14.8
G2800610950102,24.05
G2800610950301,21.84
G2800610950302,18.29
G2800730020305,39.45
G2800810950202,23.97
G2800810950602,25.52
G2800810950601,40.18
G2800810951001,20.51
G2800810950301,34.21
G2800890030204,74.86
G2801310020100,14.7
G2801490950700,15.39
G2800490003600,3.51
G2800590042100,10.65
G2800490000500,18.07
G2800110950702,30.23
G2800490003700,12.03
G2800470003216,47.59
G2800470002402,1.29
G2800470003104,45.92
G2800470003513,5.81
G2800470003105,26.11
G2800470003305,23.7
G2800470003506,12.94
G2800470003405,40.43
G2800470003103,18.29
G2800810980000,0.0
G2800810950902,36.5
G2800810950401,38.25
G2801490950200,14.97
G2801490950500,36.29
G2801490951102,19.1
G2801490950400,32.02
G2800490000600,13.85
G2800110950701,20.82
G2801510000600,21.43
G2801510000900,24.4
G2801510001000,11.15
G2801510001100,17.06
G2800470002802,41.0
G2800470003211,9.0
G2800470003509,30.22
G2800470001702,6.74
G2800470003106,47.7
G2800470002701,28.22
G2800470002002,9.75
G2800330070522,26.99
G2800530950100,22.34
G2800530950200,14.48
G2800750000300,12.94
G2800490010501,39.99
G2800490011203,33.33
G2800490011204,29.69
G2801490950300,23.16
G2801490951101,26.0
G2801490950600,27.11
G2801490950800,27.63
G2800990010500,29.96
G2800990940100,14.46
G2800990010600,14.33
G2801510001200,17.93
G2801510001300,21.73
G2800490000900,13.12
G2800390950302,16.56
G2800390950102,20.83
G2800390950101,20.69
G2800090950102,13.32
G2800090950101,6.45
G2800470004000,8.72
G2800470002401,5.56
G2800470001203,43.08
G2800470003309,20.66
G2800470003210,13.64
G2800470003214,14.27
G2800470003307,38.69
G2800470001505,73.81
G2800470003107,21.54
G2800490010502,29.34
G2800490011600,18.0
G2800490010104,68.28
G2800490011105,32.43
G2800990010400,25.87
G2800990010200,14.03
G2800990010700,9.66
G2800670980000,0.0
G2800370950200,16.54
G2800150950201,23.48
G2800150950202,23.52
G2800490010804,43.29
G2800470003902,9.96
G2800470001205,71.91
G2800470001204,12.82
G2800470001506,28.75
G2800470001207,16.99
G2800470003217,59.61
G2800470001206,7.92
G2800470002702,18.11
G3701410920300,17.08
G3701410990100,0.0
G3700710031600,10.31
G3700710031800,15.6
G3701550961801,16.41
G3701550961601,4.87
G3701550960503,21.82
G3701550960502,33.49
G2800490011104,39.32
G2800490010103,38.66
G2800490010805,55.07
G2800490010902,19.73
G2800490011002,17.89
G2801050950601,87.02
G2800930950401,14.42
G2800470001701,27.77
G2800470001503,26.57
G2800470001703,27.87
G2800470001402,40.0
G2800470001301,54.16
G2800470003901,11.39
G2800470002801,34.7
G2800470002001,44.92
G3701550960702,12.6
G3700710032000,9.99
G3701630970302,14.59
G2800750000600,2.88
G2801010050500,22.86
G2801010050400,29.55
G2801010050200,21.9
G2801010050100,17.85
G2801290950100,15.17
G2801270950500,13.45
G2801270950200,25.47
G2800490010801,13.99
G2800490010400,53.23
G2800930950402,22.12
G2800950950502,25.93
G2800950950501,21.43
G2800430950500,44.32
G2800430950300,37.4
G2800430950400,13.13
G2800610950200,22.12
G2800490011300,33.43
G2800490011201,17.8
G2801330950200,27.88
G2801150950500,15.45
G2800470001302,25.67
G2800470001504,44.28
G2800230950202,16.97
G2800230950201,10.14
G2801510001400,7.69
G2800710950301,59.19
G2801110950102,19.62
G3700450951503,36.79
G3700450950102,14.56
G3700450951501,31.55
G2800490011001,30.78
G2800490010600,27.73
G2800490010304,40.13
G2800490003300,8.47
G2801150950200,29.83
G2801150950300,29.61
G2801150950400,22.9
G2801590950200,13.24
G2801590950300,17.49
G2801590950400,26.77
G2801590950100,18.12
G2801590950500,19.46
G2801470950200,27.35
G2800690030100,29.73
G2800690030200,5.71
G2801050950300,45.82
G2801050950500,63.21
G2800950950201,19.52
G2801110950101,15.06
G2801370950302,25.49
G2801510001600,32.83
G2801510001700,20.97
G3700450951502,33.4
G3700710032301,34.3
G3701910000104,24.42
G3701910000103,27.96
G2800490010807,33.72
G2800490003800,5.46
G2801630950100,14.15
G2801630950500,16.83
G2801630950400,24.12
G2801630950200,32.43
G2800950950202,7.46
G2800950950101,26.88
G2800950950102,25.45
G2800630950200,27.5
G2800590040105,31.67
G2800590041002,20.77
G2800590041301,15.99
G2800330070722,39.12
G2800330070222,27.27
G2800330070811,38.75
G2801510002100,16.88
G2800870000901,17.31
G2800870000406,34.3
G3701910001401,27.89
G3701910000603,19.29
G3701910000604,16.53
G3701910001402,9.91
G3701910001103,21.68
G3701910001104,19.0
G2801630950300,10.43
G2800490010806,69.01
G2800330070812,29.83
G2801570950100,16.41
G2800590041102,25.25
G2800590040205,23.6
G2800590040901,38.93
G2800870000405,24.71
G2800870980000,62.55
G2800870000103,27.24
G2800870000301,43.38
G2800870000104,52.71
G2800870000302,29.45
G2800870000902,49.88
G2800850950500,12.04
G2800850950100,16.43
G3700710031001,20.54
G3700710031301,17.61
G3700710031500,8.48
G2800490010201,24.65
G2800490011103,39.81
G2800490000800,12.66
G2800590041302,2.06
G2800590040801,30.79
G2800590040104,23.32
G2800590041101,14.8
G2800590040702,33.85
G2800450030102,34.81
G2800450030302,33.87
G2800450030201,60.18
G2800450030202,25.27
G2800450030203,21.54
G3700710030700,32.98
G3700710033202,32.55
G3701070010300,0.0
G3701070010400,0.0
G3701070010500,7.75
G2800490002700,87.08
G2800490001300,63.96
G2800490010700,33.7
G2800590041001,13.21
G2800590040106,26.09
G2800590040103,14.61
G2800590040206,25.86
G2800450030301,36.57
G2800450030101,47.56
G2800450030303,11.16
G2800450030606,7.36
G2800470001401,41.81
G3701070010600,26.17
G3700570061902,6.08
G3701190002701,85.52
G3701190005404,20.23
G3701190005403,37.31
G2800490010203,21.14
G2800490010202,39.51
G2800490011101,25.8
G2800590040402,43.51
G2800590040701,54.08
G2800590040802,36.07
G2800590040207,21.88
G2800470003311,31.1
G2800470003312,35.11
G2800730020502,26.45
G2800730020402,30.38
G2800730020501,8.2
G2800730020102,36.26
G2800730020401,26.58
G3701190005519,59.34
G3701190005516,73.74
G3701190005515,58.58
G3700970060200,13.33
G3701550961200,24.46
G2800490000700,22.05
G2800490010901,34.75
G2800490002400,21.29
G2800590040902,40.96
G2800590040903,35.15
G2800590042202,16.21
G2800730020205,63.2
G2800730020306,46.84
G3700490961002,22.43
G3700490961302,6.67
G3700970060601,20.18
G2800490003000,7.71
G2800490010102,29.65
G2800490001100,3.09
G2800490000100,67.21
G2800590040208,23.42
G2800590040301,11.8
G2800590040302,33.65
G2800590040401,19.44
G2800730020304,45.45
G2800730020303,58.24
G2800730020101,16.92
G2800730020307,32.91
G2800730020308,21.58
G2800730020204,40.67
G3701050030102,48.65
G3701050030101,34.32
G3701590050904,7.15
G3701590051501,10.8
G3701550961500,7.28
G3701550961700,15.68
G2800490001400,85.88
G2800490000200,68.31
G2800890030302,41.78
G2800890031000,20.92
G2800330071124,15.06
G2800330070634,19.46
G2800330070633,31.58
G2800330071121,49.45
G2801170950500,13.2
G2801170950400,14.63
G2800230950300,9.44
G2800230950400,30.94
G2800230950100,12.27
G2800030950100,21.06
G2800750010700,13.92
G2800470003600,15.9
G2800710950402,25.74
G2801090950300,26.71
G2800470003407,25.45
G2800470003508,23.46
G2800930950302,13.57
G2800930950301,24.55
G2800930950201,6.72
G2800930950101,16.25
G2800930950502,28.54
G2800930950501,24.27
G2800930950202,12.16
G2801330950401,34.87
G2800250950400,27.66
G2800250950300,21.16
G2800030950300,41.34
G2800030950700,19.27
G2800030950600,19.77
G2800870000800,4.63
G2801370950400,17.2
G2801370950100,13.81
