GISJOIN,undergrad_pct
G0500090790502,15.45
G0500090790501,20.0
G0500090790300,20.29
G0500090790200,16.55
G0500090790400,26.58
G0500090790100,23.75
G0500090790600,27.48
G0500150950400,13.44
G0500150950100,38.12
G0900090352200,13.28
G0900090352500,27.85
G0900090352600,11.14
G0900090352100,23.11
G0900090151100,54.57
G0900090348111,47.76
G0900090343400,64.3
G0900150800300,13.77
G0900150902500,46.16
G0900150904500,21.27
G0900110709100,20.09
G0900110710100,24.49
G0900110696100,17.78
G0900030417300,0.0
G0900030980003,0.0
G0900030980100,0.0
G0900030980001,0.0
G0900090142604,20.05
G0900090361401,91.52
G0900030460100,65.79
G0900010043600,58.61
G0900010072300,27.05
G0900010072400,19.12
G0900010072500,36.07
G0900010020301,74.33
G0900030415300,8.03
G0900030492500,61.03
G0900030494100,42.19
G0900030494201,33.99
G0500930010602,18.95
G0500930010601,36.27
G0501210960100,17.59
G0500050950802,28.04
G0500050950801,16.71
G0501210960202,19.85
G0501210960201,10.9
G0900150907200,12.61
G0900030460204,70.09
G0900030410101,51.5
G0900090150900,59.88
G0900090170100,9.39
G0900090157400,73.52
G0900090157100,64.01
G0900150800400,31.7
G0900150800600,14.02
G0900150907100,9.44
G0900110696200,39.76
G0900110708100,23.86
G0900110870100,30.39
G0900010257200,23.74
G0900030405402,28.96
G0900030524502,60.57
G0900030524200,51.64
G0900030460203,73.15
G0900110705400,49.63
G0900110716101,54.74
G0900110695202,29.65
G0900110711100,27.71
G0900110705200,49.61
G0900110701100,41.19
G0900030494202,65.15
G0900030494300,32.99
G0900030510700,20.22
G0900030510900,39.87
G0900030510800,19.74
G0900030502300,11.45
G0900030415500,6.19
G0500930010200,16.47
G0500930011400,10.43
G0501350470100,8.75
G0501350470300,15.68
G0500650960200,24.14
G0500650960300,15.43
G0500650960100,9.59
G0500890960202,22.12
G0500890960201,8.22
G0900030410102,61.78
G0900030524501,44.64
G0900050320200,29.08
G0900090361100,42.36
G0900090345201,42.97
G0900090142800,50.15
G0900150900100,25.83
G0900150830100,41.06
G0900010230502,57.25
G0900110702800,31.93
G0900110702900,79.04
G0900030487201,54.01
G0900030487202,63.15
G0900030514101,45.75
G0900030520302,72.43
G0900030520301,61.39
G0900010072600,40.03
G0900010072700,44.8
G0900010043900,45.43
G0900010043700,60.4
G0900010072800,15.42
G0900030415600,19.66
G0900030415700,29.97
G0900030415800,22.26
G0900030415900,7.83
G0900030416000,19.43
G0900030416100,11.28
G0900030494400,48.35
G0500310001101,29.15
G0500870960200,10.71
G0500750470400,7.05
G0500750470200,29.09
G0500750470100,19.29
G0500750470300,24.49
G0501350470202,26.38
G0501350470401,10.89
G0501350470402,9.67
G0501350470201,9.42
G0500550480300,38.87
G0500550480100,24.61
G0500550480200,20.58
G0900050266100,49.95
G0900050298400,59.07
G0900050342100,43.19
G0900050310602,22.78
G0900090190302,62.53
G0900050262100,50.38
G0900050310300,22.46
G0900010230501,65.07
G0900030514500,39.22
G0900030514600,31.3
G0900110703000,69.83
G0900050253200,58.29
G0900050349200,24.19
G0900030524300,48.38
G0900030524700,14.38
G0900030524400,17.39
G0900030524600,37.95
G0900150903101,21.21
G0900150904102,19.84
G0900110693300,47.91
G0900110714101,41.44
G0900110707100,41.78
G0900030494500,38.58
G0900030502400,9.12
G0900030416200,8.34
G0900030416300,18.6
G0900030416400,33.61
G0900030416600,8.17
G0900030416700,23.15
G0500550480700,5.86
G0500210950200,24.5
G0500210950100,16.67
G0500210950600,23.9
G0500210950500,10.12
G0500210950300,7.16
G0900050250100,63.72
G0900050265100,54.68
G0900050310801,19.45
G0900050360200,52.87
G0900050425400,39.03
G0900050425500,24.12
G0900030514700,29.41
G0900030514800,28.1
G0900030514900,47.46
G0900030515000,41.77
G0900030515200,52.04
G0900030500500,66.67
G0900050362101,57.13
G0900050300400,49.71
G0900050300500,40.05
G0900150905101,25.66
G0900150800502,16.23
G1800590410700,33.7
G1801290040300,31.42
G1801290040500,33.61
G1801290040700,22.13
G1800510050501,10.82
G1800810610802,20.55
G1800810610801,45.99
G1800890012800,13.72
G1700890852808,51.75
G1700890852907,11.78
G1700890853006,24.42
G1700890854301,7.74
G1700890853007,19.78
G1700890852803,57.12
G1701150001200,18.74
G1700310823705,38.11
G1700310815800,57.12
G1700310815900,57.52
G1700310816000,70.65
G1700310816200,30.4
G1701970880202,25.79
G1701970883100,14.63
G1700310801607,78.83
G1700310804106,63.77
G1700310801606,66.43
G1700970861803,19.74
G1800370953301,36.63
G1800290080601,32.39
G1800290080301,41.95
G1800290080204,31.08
G1800110810606,85.17
G1800110810607,76.2
G1800350000400,19.79
G1800350000500,13.83
G1800350000600,24.7
G1800350000800,43.13
G1800030011605,39.88
G1800030011701,35.81
G1801570000200,24.6
G1801570005500,92.87
G1800030001200,55.2
G1800910041600,24.91
G1800910041800,16.39
G1800910042100,19.96
G1800390000702,9.05
G1800390000804,19.44
G1800390000601,41.67
G1801730030200,20.53
G1801730030100,35.49
G1801730030703,31.64
G1801730030400,22.57
G1800950010100,16.18
G1800950011300,15.48
G1800950011800,35.68
G1800970320306,76.2
G1801210030402,9.91
G1801210030401,19.01
G1800430071004,42.53
G1800430070700,19.0
G1800430070301,34.84
G1800430070400,26.02
G1800430071003,49.38
G1800970390300,40.18
G1801270050508,11.12
G1800970341000,40.25
G1800970341100,9.3
G1800970341200,16.61
G1800710967700,33.56
G1801070956900,38.72
G1801070956700,28.23
G1801290040600,24.24
G1801290040100,27.9
G1801290040200,27.8
G1801290040400,36.14
G1800810610201,22.08
G1800810610300,29.9
G1800810610401,37.42
G1800890040100,21.52
G1800810610403,24.74
G1800810610605,56.06
G1800970340102,30.95
G1800970381203,12.46
G1800970381204,24.4
G1800970381205,17.46
G1700210958300,26.02
G1700310540102,8.88
G1700310700402,32.41
G1701830011000,26.13
G1700310824507,24.97
G1700310824602,25.0
G1700310824701,20.91
G1700310824702,17.99
G1700310825200,22.7
G1700310040100,72.7
G1701970883602,25.37
G1701970882200,10.82
G1701970881105,53.47
G1700970860809,49.54
G1700970861105,53.69
G1700970864515,78.61
G1700970860500,17.84
G1701610022800,23.59
G1701610022900,44.02
G1800290080302,15.94
G1800890042610,47.4
G1800890042803,32.94
G1800890042903,39.71
G1800350000902,59.26
G1800150959300,21.82
G1800150959500,21.03
G1800910042300,19.94
G1800910042900,16.28
G1801630001200,27.05
G1801570010400,54.55
G1801570000100,23.51
G1800970350700,10.94
G1800350002301,27.64
G1801530050501,1.82
G1800390002202,13.99
G1800390002201,16.58
G1800390001302,26.16
G1801470952702,23.95
G1801470952701,34.97
G1800010030600,24.47
G1800010030100,22.34
G1800010030500,13.69
G1800010030400,18.11
G1800510050100,27.67
G1800950010700,22.17
G1800950011100,31.79
G1801270051008,34.37
G1800650976100,7.1
G1800430070302,30.74
G1800430070801,11.76
G1800430070600,30.17
G1800970360301,12.72
G1800970360302,2.41
G1800430071200,33.42
G1800970360401,24.54
G1800970360405,33.38
G1800970360501,23.96
G1801070956800,16.79
G1801070957300,28.32
G1801070957400,21.76
G1801070957200,8.87
G1800890040200,31.54
G1800890040402,67.97
G1800890040700,28.6
G1801570011000,33.42
G1801570010902,25.17
G1801630010702,58.46
G1801630010406,48.39
G1801630010501,28.99
G1801630010101,18.85
G1701830010702,32.19
G1700970864402,75.02
G1700970864403,75.43
G1701170957000,17.44
G1701170956000,15.33
G1701170956400,37.34
G1700310040300,61.55
G1701170957200,21.41
G1701970880502,32.36
G1701970882300,11.38
G1701970883000,15.8
G1701970881001,39.63
G1701610023000,48.07
G1701610023100,22.38
G1700190010902,30.41
G1700190005602,62.08
G1800890042904,31.32
G1800890043204,44.92
G1800890043301,44.83
G1800890040301,58.85
G1800150959900,28.02
G1800150959400,13.69
G1800150959700,20.11
G1800150959600,14.84
G1800350002700,24.53
G1800350000300,22.66
G1800350001400,13.44
G1800350002302,32.22
G1800350000700,56.01
G1800350002401,34.27
G1801530050502,18.83
G1801530050102,14.89
G1800390001402,17.52
G1800390000602,24.32
G1800390002002,28.05
G1800390000202,34.55
G1800390000901,15.59
G1800010030700,13.81
G1800590410302,39.51
G1800590410401,24.61
G1800650976400,31.48
G1800650976300,3.93
G1800330020602,17.45
G1800330020601,16.67
G1800430070500,18.15
G1800430070200,21.6
G1800430070802,32.15
G1800430070901,32.25
G1800310969400,20.58
G1800310969500,32.46
G1800970360502,17.28
G1800970360601,29.57
G1800970360602,13.58
G1800970360700,60.1
G1800430071007,35.65
G1801410011303,21.81
G1801410011305,55.18
G1801410011306,68.93
G1801070957000,32.36
G1800970330805,19.06
G1800970341904,26.81
G1800970341903,17.36
G1800970340113,16.27
G1800970340111,35.22
G1801570001900,37.22
G1801570010600,49.44
G1800150959800,13.96
G1801270050202,35.49
G1800890042703,43.5
G1801630010405,34.14
G1801630010102,38.57
G1801630010205,22.9
G1700970864407,78.53
G1700970864408,46.83
G1700970864511,52.81
G1700970864512,86.35
G1700310830100,23.23
G1701170956700,16.65
G1701170956800,27.95
G1701170956300,33.74
G1701170956100,24.49
G1701170956600,19.4
G1701970882100,5.11
G1700310808800,94.49
G1701830000200,6.32
G1700970860906,48.55
G1700190010702,37.51
G1700190010901,34.25
G1700190010701,49.19
G1700190005902,80.95
G1800890042302,52.7
G1800890010206,15.43
G1800890010207,5.39
G1800890042508,27.88
G1800890042509,54.42
G1800890040302,41.86
G1800970342300,8.5
G1800970342400,8.18
G1800970342500,10.72
G1800970342600,2.52
G1800970350100,31.68
G1800970350300,21.3
G1800970350400,48.3
G1800970370201,11.89
G1801550965700,9.14
G1801550965800,13.03
G1801550965900,17.32
G1800710967502,19.36
G1800710967501,21.66
G1800910040300,14.7
G1800910041400,19.92
G1800910042200,40.32
G1801530050101,9.45
G1801530050302,19.75
G1801530050301,9.36
G1800030001600,12.64
G1800030001700,11.14
G1800390000902,8.91
G1800390001401,21.85
G1800390000201,11.1
G1800590410402,36.06
G1800590410801,45.43
G1800590410802,51.78
G1800590410201,59.15
G1800590410202,28.56
G1800290080104,49.25
G1800290080103,50.22
G1800310969000,31.7
G1800310969200,22.74
G1800310969100,12.65
G1800390000801,25.98
G1800390001801,19.9
G1800890042608,45.52
G1800890040501,39.57
G1800890042901,30.45
G1801410011801,45.61
G1800970310111,34.16
G1800970341600,3.1
G1800970341902,26.94
G1800430071103,47.35
G1800970342200,14.27
G1800910042601,19.77
G1800910042602,33.33
G1800970340901,35.7
G1800890020200,15.32
G1800890040801,38.57
G1800890040802,26.68
G1800890040900,32.58
G1800890041001,17.11
G1800890041002,19.45
G1701590978100,33.94
G1701590978000,16.85
G1701590978200,18.67
G1700970865802,90.85
G1700970862401,17.52
G1700970865700,85.45
G1700310830201,33.24
G1700310830300,41.93
G1701170956200,21.55
G1700310816300,9.72
G1700310816401,6.5
G1700310816402,9.23
G1700310816600,6.35
G1700970861301,19.05
G1700190005800,87.68
G1700970861007,59.91
G1700970864522,83.16
G1700970864516,77.06
G1700970861902,13.7
G1700970860104,16.68
G1700970862700,4.46
G1700190011001,65.29
G1700190005601,53.98
G1701990020802,15.2
G1701990021002,44.85
G1701990020801,20.98
G1701990021001,19.58
G1701990021003,41.68
G1800890042611,50.44
G1800890042613,44.27
G1801010950100,10.82
G1801010950200,21.0
G1801010950300,13.91
G1800890042405,29.03
G1800890042506,21.73
G1800970380200,26.72
G1800970380402,25.41
G1800970380501,14.77
G1800190050706,41.66
G1800190050505,21.93
G1800910041500,29.71
G1800910042800,19.74
G1800030010100,19.62
G1800030011802,30.13
G1800390001301,27.02
G1800390002001,10.06
G1801570001300,20.56
G1800590410901,52.77
G1800590410902,43.06
G1800590410301,18.17
G1801750967701,20.24
G1801750967702,17.31
G1800670010202,17.0
G1800670010201,41.97
G1801270050602,44.67
G1801270051102,28.78
G1800390001701,28.41
G1800390002102,16.63
G1800390001502,25.95
G1800970342101,16.82
G1801410011002,53.91
G1801410011308,43.09
G1801410011307,59.41
G1801410011703,35.91
G1801410011803,47.9
G1800910042401,11.49
G1800910042402,31.16
G1800430071006,39.4
G1801410011100,12.59
G1800970320105,60.89
G1800970321300,76.73
G1800630210607,27.9
G1800890042704,34.47
G1800970330203,78.67
G1800970330204,61.63
G1700430846507,71.28
G1700430846519,70.95
G1700430846511,31.17
G1700430846517,65.58
G1700070010603,48.15
G1700070010502,34.94
G1700310830400,24.14
G1700310812700,79.28
G1700310030800,80.7
G1700310031100,80.43
G1700310811702,14.06
G1700310812100,74.16
G1700310821800,45.96
G1700190006000,88.1
G1700970861504,49.38
G1700970861506,45.79
G1700310816700,9.43
G1700310825503,35.34
G1700770011400,55.54
G1700310611600,0.39
G1700310340400,39.73
G1700310816800,19.84
G1700910011700,7.71
G1700910011800,15.19
G1800890030700,16.54
G1800890030800,21.62
G1800890030900,20.81
G1800030003100,24.56
G1800890042507,24.25
G1800890043004,18.87
G1800890043103,60.76
G1800890043104,41.91
G1800890043203,37.69
G1800190050705,23.28
G1800970350500,8.5
G1800970350600,11.67
G1800970351000,41.68
G1800970351200,12.99
G1800970351500,40.42
G1800970351600,75.77
G1800970351700,62.83
G1800910042500,37.08
G1800910040100,9.56
G1800910041300,8.55
G1800910040400,12.79
G1800910042700,22.5
G1800030011201,5.76
G1800030001300,46.32
G1800030000100,29.85
G1800030000300,41.63
G1801570001501,37.64
G1801570001502,33.05
G1800570110700,10.08
G1800350000904,59.1
G1801350952100,20.83
G1800090975100,10.59
G1800090975200,22.19
G1800090975300,14.74
G1800090975400,25.84
G1800570110805,75.71
G1800890042606,32.05
G1801270051010,32.34
G1801270050107,25.53
G1801270050605,53.02
G1800390001601,15.16
G1800390000501,17.39
G1800390002101,16.15
G1801410011704,37.43
G1801410010901,34.65
G1801410011603,29.0
G1801410011203,68.39
G1800510050401,15.25
G1800510050402,19.33
G1800970310311,53.16
G1801410000100,22.16
G1801250953900,17.38
G1801250954100,17.83
G1801250954000,25.89
G1801250954200,14.86
G1800290080500,16.17
G1800290080400,40.39
G1800290080700,12.93
G1700070010102,6.03
G1700070010101,16.12
G1700070010501,64.61
G1700070010604,28.79
G1700430841208,33.67
G1700430841403,52.82
G1700310821900,43.71
G1700310822000,25.53
G1700310822101,35.32
G1700310828601,48.42
G1700310828602,60.05
G1700310825504,38.38
G1700310825505,31.04
G1700310825700,17.93
G1700970863100,5.98
G1701970883206,27.97
G1700970860302,4.32
G1700970860400,20.79
G1700310770700,41.75
G1700310806102,51.87
G1700310430700,41.49
G1700310808100,46.83
G1800890042401,35.79
G1800890042403,26.49
G1800890042501,25.14
G1800890042503,32.13
G1800030003304,13.05
G1800030003500,26.56
G1800890043003,27.26
G1800890042301,31.69
G1800890042404,19.32
G1800890042804,47.13
G1800970352100,9.28
G1801350951500,25.49
G1801350951400,20.71
G1800910040900,10.02
G1800910041700,25.21
G1800910041900,23.25
G1801630003200,22.22
G1801630003300,17.08
G1801630003400,31.57
G1801630003500,23.88
G1801630003702,15.81
G1800030000500,33.75
G1801350952000,13.82
G1801350951700,29.36
G1800890042607,33.18
G1801530050400,15.2
G1801530050200,29.74
G1801670010703,36.68
G1801670010704,45.84
G1801670010601,22.86
G1801270050902,61.11
G1801270050606,66.73
G1801270050105,33.59
G1801270050104,36.26
G1800390001501,16.54
G1800350002800,31.92
G1800390000100,54.96
G1800390001000,23.91
G1801410010201,13.53
G1801410011310,60.66
G1801410011604,32.07
G1801410011804,35.73
G1801410010202,0.0
G1801410002900,17.54
G1801410003000,5.85
G1801410003100,25.11
G1801410003200,48.58
G1800390001602,16.72
G1800390001702,23.32
G1800390001802,26.77
G1800290080101,44.52
G1800570110202,41.26
G1800570111003,86.81
G1800570110201,31.15
G1700430844304,67.2
G1700430840704,32.33
G1700430840705,57.51
G1700430840706,41.92
G1700430840703,27.11
G1700430846521,76.26
G1700430846523,75.75
G1700310828701,28.47
G1700310828702,31.27
G1700310822900,34.36
G1700370001002,25.95
G1700970864409,51.38
G1700310031300,61.77
G1700970860600,15.14
G1701970880105,40.62
G1701970880107,22.99
G1701970880109,33.6
G1701970880106,23.6
G1700970862000,17.97
G1700970862100,13.07
G1700310804810,47.86
G1700970861604,61.67
G1700310808500,60.9
G1700310800200,88.83
G1800030003700,16.53
G1800030002500,46.93
G1800030003800,13.89
G1800030002600,25.49
G1800030002900,4.84
G1801750967400,10.43
G1800890042612,26.34
G1800890043302,39.54
G1800370953500,26.8
G1800370953400,29.77
G1800970352300,23.13
G1800970352400,22.32
G1800970352500,33.33
G1800970352600,17.66
G1800970352700,36.77
G1800030010804,23.27
G1800030010803,28.15
G1800910041100,69.04
G1800910042000,16.28
G1800410954000,27.45
G1800410954100,6.18
G1800030000600,9.33
G1801630003801,33.53
G1801570000300,32.63
G1801570000400,21.77
G1801570000700,28.48
G1801570000800,39.62
G1801350951800,17.72
G1801350951900,19.64
G1801350951600,9.52
G1801630000500,56.92
G1801630000400,49.9
G1801630000600,57.83
G1801670011202,37.02
G1801670011201,20.88
G1801270050106,35.64
G1801270050301,38.99
G1801270051009,40.99
G1801190955701,11.21
G1801190955702,17.95
G1800610060500,29.02
G1800430070902,10.34
G1800430071101,36.27
G1800970340115,21.04
G1800970370204,9.93
G1800970354201,84.05
G1800970361601,43.88
G1800970340112,32.96
G1800970340114,35.5
G1800970310204,31.63
G1800970310312,32.04
G1800970360900,30.77
G1800970361000,68.98
G1801410003400,15.51
G1800390002900,27.68
G1801270051005,56.54
G1801270050506,17.82
G1801270050509,17.56
G1801270050703,48.97
G1800570111101,79.19
G1801270050505,13.64
G1800830955400,14.92
G1800830955300,9.13
G1800830955800,18.32
G1700430846310,36.43
G1700430845808,72.88
G1700430845505,52.55
G1700430845507,73.52
G1700430845509,77.49
G1701110871105,45.56
G1701110871207,45.55
G1700970864410,72.83
G1700970864411,79.24
G1700970864412,60.83
G1700310031900,80.74
G1700310813500,16.51
G1700310813600,8.8
G1700970862200,17.54
G1700970862604,14.49
G1700970862605,12.03
G1700970862800,9.57
G1700970862901,7.38
G1700970862902,4.67
G1701970880111,23.03
G1701970880112,34.96
G1701970880113,19.34
G1700310191000,10.55
G1700970860811,53.8
G1701790020800,9.18
G1700970860903,37.32
G1701830000400,4.2
G1800030002100,14.52
G1801670010201,31.84
G1801670010202,24.91
G1800370953800,11.7
G1800370953600,38.0
G1800370953200,39.96
G1800130974902,40.94
G1800130974901,23.26
G1801770000600,17.32
G1800030010808,53.56
G1800350001200,16.79
G1800350001300,9.72
G1800350001500,9.78
G1800030011303,10.99
G1800410954500,26.4
G1800410954200,12.44
G1800410954600,15.59
G1800410954400,9.16
G1800570110600,38.6
G1800030010813,33.71
G1800030011603,59.16
G1801630001300,12.95
G1801630003701,46.29
G1801630000300,36.24
G1801630010404,50.8
G1801630000100,26.05
G1801670010602,73.0
G1801670011102,49.81
G1801670011101,60.03
G1800930951201,14.45
G1800930951202,22.32
G1801270050302,36.64
G1801270050408,25.05
G1801270050409,38.98
G1801270050801,53.81
G1801270050705,33.69
G1800970380103,53.15
G1800970330210,36.47
G1800970330211,8.4
G1800970320206,17.86
G1800970340904,52.8
G1800970390802,15.31
G1801410003500,28.31
G1801410010100,22.09
G1801410011501,22.84
G1801410011503,46.3
G1801410011309,31.2
G1801410010902,37.54
G1801630003600,10.48
G1800390002400,21.44
G1800970355100,12.84
G1800970360402,13.6
G1800390002600,10.35
G1800390002700,2.63
G1800830955500,7.38
G1800830955000,10.26
G1800830955100,24.44
G1800830955700,30.66
G1800830955900,23.3
G1801270051101,15.36
G1801270050503,13.62
G1700430840304,43.48
G1700430841308,70.36
G1700430841310,60.57
G1700430841110,49.5
G1700430840907,45.85
G1700430840904,26.68
G1700310822102,37.99
G1700310822200,29.67
G1700310822301,22.15
G1700310822302,24.55
G1700310822500,39.4
G1701970881006,48.24
G1701970881500,23.83
G1702010003810,53.99
G1702010003811,40.97
G1700970861607,31.12
G1700970861701,14.97
G1700970861804,11.35
G1700970861901,17.36
G1700970862300,8.82
G1700970862402,7.71
G1700970862501,3.94
G1700970860905,18.7
G1801590020200,38.55
G1801590020100,37.51
G1801770000400,25.91
G1801770010500,25.24
G1800030011501,28.74
G1800350001000,37.51
G1800350001100,47.36
G1800350001600,10.38
G1800350001700,6.9
G1801770001102,20.71
G1800970353300,62.22
G1800970353500,61.68
G1800970353600,41.43
G1801630001400,16.74
G1801630001800,49.01
G1801630001900,10.4
G1800030000400,35.92
G1800030003200,50.77
G1800030010601,33.48
G1801630010600,33.33
G1800810611300,9.39
G1800530000700,10.72
G1800530000100,24.63
G1800930950601,31.65
G1800930950701,15.14
G1800930950702,16.13
G1800930950602,28.83
G1800650975600,24.57
G1801270050706,43.9
G1801270050802,40.09
G1801270051012,24.33
G1801270050901,32.82
G1800970357601,3.32
G1800970340302,5.46
G1800970340301,12.02
G1800970330213,50.53
G1800970357602,36.16
G1800970330212,32.53
G1800970380102,29.22
G1800970370306,25.18
G1801410011001,45.84
G1801410011701,25.24
G1800970361200,32.67
G1800970361300,11.72
G1801410011504,41.0
G1800110810500,27.05
G1800110810200,32.42
G1800110810100,34.01
G1800110810300,47.87
G1800290080201,22.34
G1801510971000,16.25
G1801510971300,27.78
G1801510971500,21.89
G1801510971200,26.93
G1801510971400,25.0
G1700430844801,60.6
G1700430844901,70.35
G1700430842710,53.46
G1700430844501,42.69
G1700490950600,34.49
G1700490950300,20.66
G1700310828900,18.46
G1700310828802,28.34
G1700310813900,5.79
G1700310822601,39.21
G1700310822701,51.83
G1700310822702,39.94
G1702010004004,21.51
G1702010000516,32.99
G1702010004005,26.59
G1702010000515,44.67
G1700370000401,49.61
G1700370000402,39.45
G1700970861303,8.08
G1700970861304,7.96
G1801590020300,33.78
G1800550954900,16.63
G1800550955000,9.16
G1800550955300,14.28
G1801770010400,15.27
G1800270954700,3.9
G1800270954400,18.44
G1800270954300,14.15
G1800270954900,24.95
G1800270954600,17.8
G1801770000200,16.74
G1801770001101,56.2
G1801750967200,18.02
G1801710951100,14.62
G1800030011604,58.3
G1800030011702,22.84
G1801750967500,11.32
G1801750967600,27.96
G1801750967300,16.26
G1800630210203,54.18
G1800630210612,41.75
G1800630210614,38.08
G1800630210611,43.13
G1800030011000,24.46
G1800030003901,24.62
G1800030010809,21.65
G1800530000600,24.78
G1800530010700,43.57
G1800530010200,33.43
G1800650976700,19.24
G1800650976800,30.66
G1800650975900,14.79
G1800650975800,28.53
G1800650975500,20.57
G1801270051011,37.78
G1800630211100,25.7
G1800630210400,30.2
G1800970370305,16.89
G1800970330701,20.97
G1800970380302,6.64
G1800970390409,60.76
G1800970361402,17.98
G1800970380301,14.97
G1801410011406,60.0
G1801410011405,61.11
G1801410011506,29.62
G1801410011505,65.37
G1801190955900,28.05
G1801190955800,20.19
G1801190955600,13.21
G1801190955500,12.9
G1800970310203,37.19
G1800970340202,35.63
G1800110810604,89.43
G1800110810400,21.57
G1800110810700,34.52
G1801510970900,34.02
G1801510971100,36.85
G1700490950100,32.47
G1700490950800,29.03
G1700310822801,47.89
G1700310823002,21.71
G1700310814000,17.92
G1700310814100,4.89
G1700310814200,14.86
G1700310814300,4.45
G1701970881700,46.4
G1700970860805,31.07
G1700970860806,41.06
G1700750950500,15.92
G1700750950300,20.65
G1700750950800,23.95
G1700750950400,4.82
G1700970861402,37.32
G1700970861403,14.85
G1700970861404,21.32
G1700310560400,30.68
G1700310710700,21.61
G1700190010300,18.77
G1700190001206,68.11
G1800550955400,24.17
G1800550954800,16.74
G1800550955100,27.05
G1801770000800,22.81
G1801770001000,28.22
G1801770010700,40.54
G1801770010100,22.49
G1801630000800,29.66
G1801630000900,12.69
G1800830955600,15.36
G1801050000100,88.93
G1801050000201,69.4
G1801050000502,31.1
G1801050000901,60.75
G1800630210610,51.69
G1800630210609,45.06
G1800630210702,48.6
G1801630002000,15.23
G1801630002100,15.27
G1801630001500,11.21
G1801630001700,37.54
G1800030011100,19.4
G1800030010400,43.18
G1800030010900,26.4
G1800530000900,13.23
G1800530010100,28.71
G1800530000500,35.07
G1800530000400,11.09
G1801030952800,18.42
G1801030952300,11.05
G1801030952100,22.52
G1801030952000,16.6
G1801030952200,10.93
G1801030952700,19.16
G1801030952600,23.43
G1801030952400,8.19
G1801030952500,16.26
G1800630210900,27.98
G1800970310110,55.8
G1800970310310,36.46
G1800970330109,62.51
G1800970330804,13.89
G1801590020401,29.69
G1800970380101,39.62
G1800970381206,38.23
G1800970381004,22.28
G1800970390411,26.19
G1800970381003,19.61
G1800970360407,3.06
G1800970330702,0.91
G1800970370203,23.62
G1800970340201,12.62
G1800970330206,51.55
G1800970330806,13.36
G1800970310309,22.37
G1801410010300,19.2
G1801410010400,28.6
G1801410010500,28.45
G1801410010600,24.06
G1800110810601,53.82
G1801310959200,13.59
G1801230952400,18.05
G1800970330401,64.17
G1801510970800,11.78
G1801510971600,20.49
G1800970354400,73.67
G1800970354900,4.93
G1800970355000,14.21
G1700490950500,31.91
G1700490950200,38.57
G1700490950400,12.25
G1700490950700,18.77
G1700310814400,14.46
G1700310823101,24.0
G1700310823302,31.36
G1700310823303,20.01
G1700310823500,26.01
G1700310814500,16.45
G1700750950600,11.7
G1700750950100,13.75
G1700750950900,22.74
G1700750950200,22.92
G1700310550100,26.78
G1700770010900,34.82
G1700770010300,18.23
G1700770011100,56.1
G1700970863604,88.74
G1700770010200,21.25
G1700970861010,35.87
G1700970861608,51.77
G1800550955200,22.58
G1800690961600,13.79
G1800690961500,24.09
G1801770000900,13.48
G1801770000500,6.75
G1801770010300,19.71
G1800030004000,9.69
G1800030004101,38.59
G1800030011202,14.53
G1800030010602,20.83
G1800030010603,30.51
G1800570111006,53.81
G1801630002300,7.74
G1800970322000,45.92
G1800970342000,31.08
G1800970380502,27.5
G1800970310201,45.25
G1800970310305,28.47
G1800630210105,52.68
G1800030002200,23.75
G1800030003600,9.56
G1800030003902,34.63
G1800530010800,23.71
G1801030952900,7.5
G1800570110907,87.74
G1800570110904,79.85
G1801630980100,0.0
G1800970322200,63.31
G1800970354500,41.0
G1800970321900,85.51
G1800970350900,65.7
G1800970361100,58.53
G1801590020402,19.22
G1800970322602,47.38
G1800970322601,3.3
G1800970320305,81.21
G1800970341702,19.6
G1800970340903,30.45
G1800510050502,17.71
G1800570110505,42.27
G1800570110401,47.71
G1800570110905,73.33
G1800970340700,4.37
G1801410010700,36.33
G1801410012200,17.59
G1801410011403,68.12
G1801410011404,68.23
G1801230952500,22.63
G1801230952300,17.52
G1800990020202,13.39
G1800990020301,33.06
G1801230952200,25.59
G1801230952600,7.46
G1801310959100,11.22
G1801310958900,17.32
G1800970355300,24.82
G1800970355400,24.48
G1800970355500,14.5
G1800970355600,15.16
G1800970355700,1.94
G1800970380600,19.8
G1801450710602,21.61
G1801450710601,19.95
G1800970330500,40.4
G1700430846314,63.79
G1700430841901,77.53
G1700990961702,24.5
G1700890851302,11.13
G1700890854302,11.12
G1700890851301,17.25
G1700890850106,40.3
G1700890851910,32.26
G1700890851908,19.09
G1700870977800,31.41
G1700310814600,27.2
G1700310814800,23.72
G1700310814900,25.14
G1700310815000,24.57
G1700310815100,21.37
G1700310823602,37.93
G1700750950700,34.38
G1701670002900,36.02
G1701670003604,71.37
G1700970860301,12.29
G1700970864517,82.64
G1700970861507,33.85
G1700970861508,52.13
G1700970861509,51.21
G1700970861510,40.68
G1800690961800,11.53
G1800630210300,40.46
G1800690961700,34.98
G1801770010600,17.57
G1801770010800,15.56
G1800570110512,54.09
G1800270954800,20.75
G1800030010604,5.98
G1800030010812,34.74
G1800030011900,14.38
G1801090510500,20.94
G1801090510800,14.52
G1801630002400,11.31
G1801630002600,8.3
G1801630003000,31.9
G1800030000701,10.56
G1800030000800,30.36
G1800030000900,19.62
G1801630003803,55.68
G1801630003900,25.27
G1800030001000,8.26
G1800530010600,23.18
G1800530010400,14.94
