,GISJOIN,pct_subprime,average_income,weight
15094,G1201090020701,0.07291311754684834,180.85826235093697,2935
15095,G1201090020702,0.05780703558938484,156.2083933347048,4861
15096,G1201090020703,0.03936703975299109,222.5441914318796,2591
15097,G1201090020800,0.06813214263410974,108.45175794666834,16013
15098,G1201090020900,0.08225710311941187,106.15265911649779,15099
15099,G1201090021001,0.13221550302363932,83.59483232545355,3638
15100,G1201090021002,0.1192930780559646,79.01620029455081,2037
15101,G1201090021100,0.11726746773475744,67.45861148197596,4494
15102,G1201090021201,0.0874216156399852,97.45665805975655,2711
15103,G1201090021202,0.09040829552819175,106.52106286454958,3086
15104,G1201090021301,0.07558455682436103,89.53235454051115,1839
15105,G1201090021302,0.1044330775788576,70.88576300085252,2346
15106,G1201090021401,0.057716973065412534,144.09213339033775,4678
15107,G1201090021402,0.048594568842305806,164.76989042401144,2099
15108,G1201110000100,0.11481481481481476,108.30370370370369,270
15109,G1201110000200,0.20594965675057203,79.47254004576659,874
15110,G1201110000300,0.22764227642276422,63.052845528455286,1230
15111,G1201110000400,0.18585732165206503,57.885481852315394,1598
15112,G1201110000500,0.18435754189944129,72.87031125299282,2506
15113,G1201110000600,0.20238095238095233,60.826330532212886,1428
15114,G1201110000700,0.17434210526315785,65.46992481203007,2128
15115,G1201110000800,0.1602708803611738,77.31151241534988,443
15116,G1201110000901,0.20096463022508035,61.51286173633441,622
15117,G1201110000902,0.20440118493440537,61.96318239526026,2363
15118,G1201110001000,0.09793814432989686,85.06701030927834,388
15119,G1201110001101,0.17660343270099363,69.51332429990967,4428
15120,G1201110001102,0.17250859106529207,117.84810996563574,1455
15121,G1201110001200,0.07021276595744678,201.79645390070922,1410
15122,G1201110001300,0.06391752577319583,182.97731958762887,1940
15123,G1201110001401,0.1483050847457627,93.25,1180
15124,G1201110001402,0.1538043478260869,94.97608695652174,1840
15125,G1201110001502,0.13845495399101215,85.11662743419645,4673
15126,G1201110001503,0.19025157232704404,74.32028301886793,6360
15127,G1201110001601,0.15163783584836213,66.42878174457122,2717
15128,G1201110001602,0.17152103559870546,67.71844660194175,309
15129,G1201110001603,0.14411027568922302,75.79197994987469,1596
15130,G1201110001701,0.0595111583421891,217.6939426142402,941
15131,G1201110001702,0.07008547008547007,131.15213675213676,585
15132,G1201110001801,0.15465307957440427,80.45946350966582,6673
15133,G1201110001802,0.14511494252873558,72.26939655172414,1392
15134,G1201110001900,0.10204081632653057,105.76896418944936,2597
15135,G1201110002001,0.17709720372836216,68.13681757656458,3004
15136,G1201110002002,0.17430458274964977,73.05523313988392,4997
15137,G1201110002003,0.17303727200634417,74.352260111023,6305
15138,G1201110002005,0.18539122022009913,72.22662958036038,8269
15139,G1201110002006,0.13565719360568382,98.46292184724689,4504
15140,G1201110002102,0.14904437427289338,101.82805384743227,30085
15141,G1201110002104,0.18315074834130532,82.53826569973769,12962
15142,G1201110002105,0.187474388744707,81.14997951099576,14642
15143,G1201110002200,0.11420722135007842,111.40463108320252,2548
15144,G1201130010100,0.1045258620689655,62.682112068965516,928
15145,G1201130010200,0.12846068660022145,57.79734219269103,903
15146,G1201130010300,0.09418777943368103,86.33233979135619,3355
15147,G1201130010400,0.09781021897810215,60.6948905109489,685
15148,G1201130010501,0.10827489481065916,67.76072931276298,3565
15149,G1201130010502,0.11823719097097811,61.415621640988896,2791
15150,G1201130010600,0.16079158936301793,51.45454545454545,1617
15151,G1201130010702,0.09916150200510386,78.81516587677726,2743
15152,G1201130010703,0.098020123336579,80.39370334307043,3081
15153,G1201130010704,0.11956521739130428,62.81979405034325,1748
15154,G1201130010705,0.13362068965517238,58.283405172413794,928
15155,G1201130010706,0.13116970926301552,64.61257606490872,2958
15156,G1201130010801,0.12579505300353355,60.85406360424028,2830
15157,G1201130010802,0.09354346720894756,77.60193187595323,1967
15158,G1201130010804,0.07706766917293228,106.82675438596492,3192
15159,G1201130010805,0.0746360467500512,97.47221652655321,9754
15160,G1201130010806,0.07109507640067907,83.07618845500849,4712
15161,G1201130010807,0.07951643112548948,96.94466201260003,5873
15162,G1201130010900,0.06622176591375764,157.19917864476386,1948
15163,G1201150000101,0.04326630103595367,290.68982327848875,1641
15164,G1201150000102,0.1045364891518737,158.99802761341223,1014
15165,G1201150000200,0.142530487804878,80.70807926829268,1312
15166,G1201150000300,0.18664643399089523,53.20030349013657,1318
15167,G1201150000401,0.13001605136436595,78.80631353665062,1869
15168,G1201150000403,0.14764316322555512,79.56914686404363,2567
15169,G1201150000404,0.10024449877750606,77.42542787286064,409
15170,G1201150000405,0.11378353376503232,77.22386679000925,1081
15171,G1201150000501,0.05270655270655267,249.3091168091168,702
15172,G1201150000502,0.1177347242921013,84.44709388971684,1342
15173,G1201150000503,0.13167259786476865,74.98309608540926,1124
15174,G1201150000601,0.04508670520231209,230.04624277456648,865
15175,G1201150000602,0.10091145833333327,107.291015625,1536
15176,G1201150000700,0.04202279202279198,449.9337606837607,1404
15177,G1201150000801,0.020891364902506943,490.4944289693593,718
15178,G1201150000802,0.02220077220077218,351.38899613899616,1036
15179,G1201150000900,0.07700770077007693,149.47634763476347,909
15180,G1201150001000,0.13883847549909253,65.8103448275862,1102
15181,G1201150001101,0.11804222648752397,75.51823416506718,1042
15182,G1201150001102,0.21088107847857487,57.714973519499274,2077
15183,G1201150001201,0.12145892351274781,88.30984419263456,2824
15184,G1201150001202,0.1754470758820686,66.1967133881102,2069
15185,G1201150001203,0.05836849507735579,112.24261603375527,1422
15186,G1201150001204,0.09294403892944035,102.94598540145985,2055
15187,G1201150001301,0.1272401433691756,77.43548387096774,1116
15188,G1201150001302,0.10859427048634242,87.10459693537642,1501
15189,G1201150001303,0.09628975265017661,96.34805653710248,1132
15190,G1201150001304,0.06551724137931032,103.98965517241379,580
15191,G1201150001401,0.07137907137907135,146.7955647955648,2886
15192,G1201150001402,0.1137812653261402,82.50367827366357,2039
15193,G1201150001403,0.06389157792836396,146.5696999031946,2066
15194,G1201150001503,0.12436224489795915,66.99234693877551,1568
15195,G1201150001504,0.1379097093382807,69.22634508348794,1617
15196,G1201150001505,0.16543513957307054,73.8107553366174,2436
15197,G1201150001506,0.09649122807017539,110.19912280701753,2280
15198,G1201150001507,0.10208126858275515,98.98166501486621,2018
15199,G1201150001601,0.08031496062992119,93.56692913385827,1270
15200,G1201150001602,0.0834621329211746,85.05718701700154,1294
15201,G1201150001702,0.11111111111111106,84.51119724375539,2322
15202,G1201150001703,0.11836115326251892,82.00758725341426,1318
15203,G1201150001704,0.12347684809098289,72.88220958570268,1231
15204,G1201150001801,0.052401746724890806,220.94410480349345,1145
15205,G1201150001803,0.11102362204724407,82.61417322834646,1270
15206,G1201150001804,0.12333333333333325,108.30666666666667,900
15207,G1201150001805,0.10954063604240279,121.95229681978799,566
15208,G1201150001902,0.04032957502168254,313.8425845620121,2306
15209,G1201150001903,0.036290322580645136,440.19354838709677,744
15210,G1201150001904,0.057123655913978444,336.6014784946237,1488
15211,G1201150002003,0.09004174120453189,84.88252832438879,1677
15212,G1201150002004,0.09221128021486119,91.52730528200537,1117
15213,G1201150002005,0.07620320855614968,167.42914438502675,1496
15214,G1201150002006,0.05759391901768744,144.41572869463528,6841
15215,G1201150002100,0.06363253265908128,188.42857142857142,2373
15216,G1201150002201,0.06962025316455693,96.96962025316456,790
15217,G1201150002202,0.05368203716448721,219.82037164487267,1453
15218,G1201150002203,0.10304054054054052,126.22353603603604,1776
15219,G1201150002301,0.048885077186963916,172.00686106346484,1166
15220,G1201150002302,0.11014492753623183,81.19275362318841,690
15221,G1201150002303,0.033958891867739024,119.09830205540662,1119
15222,G1201150002401,0.03732809430255398,160.27504911591356,1018
15223,G1201150002402,0.09374999999999996,88.71381578947368,1216
15224,G1201150002503,0.09108527131782944,80.99418604651163,2064
15225,G1201150002504,0.11598746081504697,70.89576802507837,1276
15226,G1201150002505,0.15257531584062192,75.94071914480078,1029
15227,G1201150002507,0.12195121951219506,71.2403156384505,2788
15228,G1201150002508,0.1240728253540121,74.27983816587998,1483
15229,G1201150002509,0.11662198391420907,77.7024128686327,2238
15230,G1201150002601,0.08690869086908688,179.51265126512652,909
15231,G1201150002602,0.06981740064446826,105.09774436090225,931
15232,G1201150002603,0.06605222734254985,111.85407066052227,651
15233,G1201150002604,0.08222490931076175,88.37968561064088,827
15234,G1201150002605,0.1434262948207171,72.58964143426294,753
15235,G1201150002701,0.16595080046856692,73.76038005987245,7683
15236,G1201150002703,0.1166666666666666,66.18115942028986,1380
15237,G1201150002710,0.14172089660159073,59.071583514099785,1383
15238,G1201150002711,0.13109072375127415,78.84913353720694,4905
15239,G1201150002712,0.17357832503934326,87.26187741908043,23511
15240,G1201150002713,0.07284299858557278,141.47630834512023,2828
15241,G1201150002714,0.0659955257270693,145.70246085011186,1788
15242,G1201150002715,0.0621562156215621,119.5957095709571,1818
15243,G1201150002716,0.05218377765172999,125.37095859330687,1763
15244,G1201150002717,0.049948506694129736,110.51596292481976,1942
15245,G1201150002718,0.04828462515883095,115.50508259212198,1574
15246,G1201170020101,0.09731543624161071,92.02348993288591,298
15247,G1201170020102,0.15356489945155385,79.18647166361974,547
15248,G1201170020201,0.16486902927580888,63.16024653312789,649
15249,G1201170020202,0.19735682819383257,60.26651982378855,2270
15250,G1201170020301,0.13517915309446252,74.03827361563518,1228
15251,G1201170020302,0.2136854741896758,54.0360144057623,833
15252,G1201170020401,0.21019108280254772,62.378343949044584,785
15253,G1201170020402,0.16301546391752575,72.50322164948453,1552
15254,G1201170020500,0.16464237516869093,58.364372469635626,741
15255,G1201170020600,0.11912160762378284,92.14191008908224,4827
15256,G1201170020701,0.08815809788482316,136.1117801451289,6477
15257,G1201170020703,0.059413890004014404,282.56041750301085,2491
15258,G1201170020704,0.06721375537319259,161.71199687377882,2559
15259,G1201170020705,0.1658097686375321,137.58226221079693,778
15260,G1201170020803,0.10083663584324083,97.7344782034346,2271
15261,G1201170020805,0.0823220728107576,104.74483437192522,3049
15262,G1201170020806,0.11593220338983048,77.27694915254237,2950
15263,G1201170020807,0.1586497890295358,61.28691983122363,3555
15264,G1201170020808,0.0965842167255594,90.65783274440518,1698
15265,G1201170020809,0.13813459268004719,94.07532467532468,4235
15266,G1201170020810,0.09009009009009004,84.65488565488566,1443
15267,G1201170020901,0.21086261980830667,60.72923322683706,1252
15268,G1201170020902,0.1887793783169067,54.175132676269904,1319
15269,G1201170020903,0.1728956776080597,60.5830354241144,3077
15270,G1201170021000,0.12339743589743585,92.3485576923077,2496
15271,G1201170021100,0.1502487562189054,57.082587064676616,1005
15272,G1201170021201,0.10986328124999997,94.23193359375,2048
15273,G1201170021202,0.1015541264737406,105.76996248660235,7464
15274,G1201170021305,0.08932346723044392,103.21220930232558,3784
15275,G1201170021306,0.0726937269372693,99.67453874538745,2710
15276,G1201170021307,0.10926365795724463,94.36681370885647,2947
15277,G1201170021308,0.11189245087900722,105.22461220268873,4835
15278,G1201170021309,0.11729698598579376,78.11825686312152,5209
15279,G1201170021310,0.097864768683274,99.43797661413319,3934
15280,G1201170021311,0.13242280285035626,80.770783847981,1684
15281,G1201170021312,0.08757062146892651,107.469868173258,1062
15282,G1201170021401,0.15285762597226915,62.35035508961786,2957
15283,G1201170021403,0.09509832697387724,101.98326973877312,3407
15284,G1201170021404,0.14409656733308182,65.76009053187477,2651
15285,G1201170021502,0.16820276497695846,60.93364055299539,2170
15286,G1201170021503,0.12149532710280368,99.85607476635514,535
15287,G1201170021504,0.10512820512820509,96.57435897435897,1170
15288,G1201170021505,0.11802923659989167,80.11044937736871,1847
15289,G1201170021506,0.11832319134550365,82.22515212981745,1479
15290,G1201170021604,0.09264305177111715,130.2356948228883,1468
15291,G1201170021606,0.1557276803913575,70.27884223399919,2453
15292,G1201170021608,0.13733905579399136,66.43079399141631,1864
15293,G1201170021609,0.09183673469387751,119.07568027210884,1176
15294,G1201170021610,0.14082433758586843,113.5431795878312,2038
15295,G1201170021611,0.10810810810810809,101.11261261261261,1776
15296,G1201170021612,0.10606060606060602,116.57226107226107,1716
15297,G1201170021613,0.1567877629063097,62.572657743785854,1046
15298,G1201170021614,0.12470680218921028,71.32173573103988,2558
15299,G1201170021703,0.13144083969465647,87.44656488549619,4192
15300,G1201170021704,0.12530592266275084,86.31424375917769,2043
15301,G1201170021705,0.18400820092260378,75.58944131214761,1951
15302,G1201170021706,0.15094339622641506,88.96925227113907,1431
15303,G1201170021802,0.1176470588235294,71.12549019607843,1275
15304,G1201170021803,0.17283950617283947,73.29629629629629,972
15305,G1201170021804,0.13444108761329304,89.16978851963746,3310
15306,G1201170021901,0.15165601394538053,89.29575828006973,1721
15307,G1201170021902,0.13649851632047472,76.88664688427299,1685
15308,G1201170022001,0.15494505494505492,63.70549450549451,910
15309,G1201170022002,0.14217727543129088,69.67221891731113,1681
15310,G1201170022004,0.11386138613861382,71.24381188118812,808
15311,G1201170022005,0.11665930181175428,76.70083959346,2263
15312,G1201170022101,0.1805555555555555,55.47267025089606,2232
15313,G1201170022104,0.13650179607626417,68.33434650455926,3619
15314,G1201170022105,0.11323003575685335,77.76519666269368,1678
15315,G1201170022106,0.1226193582050613,75.32428906861466,3833
15316,G1201170022201,0.13925729442970816,85.85985853227233,2262
15317,G1201170022203,0.14257142857142852,70.27371428571429,3500
15318,G1201170022205,0.11559633027522934,83.7394495412844,1635
15319,G1201170022206,0.11790393013100434,84.17085152838428,1832
15320,G1201170022207,0.10992907801418433,95.01536643026006,1692
15321,G1201190990100,0.040485829959514136,86.78364372469636,6175
15322,G1201190990200,0.16474358974358966,57.503846153846155,1560
15323,G1201190990300,0.1499330655957162,57.3239625167336,747
15324,G1201190990400,0.13714733542319743,58.077586206896555,1276
15325,G1201190990500,0.1330935251798561,71.25269784172662,1112
15326,G1201190990600,0.14054848188050925,63.10235063663075,2042
15327,G1201190990700,0.13344594594594592,64.52533783783784,1184
15328,G1201190990800,0.03641881638846732,83.09503034901365,5272
15329,G1201190991000,0.2,49.6,5
15330,G1201210970100,0.1366313309776207,52.52767962308598,849
15331,G1201210970200,0.16449511400651465,50.94462540716612,614
15332,G1201210970300,0.14705882352941171,59.726050420168065,1190
15333,G1201210970400,0.1589147286821705,56.248062015503876,1032
15334,G1201210970500,0.1466395112016293,63.310251188051595,1473
15335,G1201210970600,0.14175541681968415,65.02864487697393,2723
15336,G1201230950100,0.12328767123287669,60.94216133942162,657
15337,G1201230950200,0.13495782567947517,58.76476101218368,1067
15338,G1201230950300,0.13225255972696243,53.69965870307167,1172
15339,G1201230950400,0.1252390057361376,88.80975143403441,1046
15340,G1201230990200,0.5,53.0,2
15341,G1201250960100,0.23469387755102036,54.984693877551024,196
15342,G1201250960200,0.13941605839416055,55.14306569343066,1370
15343,G1201250960300,0.1283018867924528,67.93207547169811,265
15344,G1201270080100,0.07408616187989552,119.16873368146214,3064
15345,G1201270080200,0.06261180679785325,117.72406082289804,2236
15346,G1201270080300,0.09085252022401989,107.71810827629123,1607
15347,G1201270080400,0.07685269899359556,159.032021957914,1093
15348,G1201270080500,0.10498960498960495,127.56548856548856,962
15349,G1201270080600,0.1267908309455587,71.31518624641834,1396
15350,G1201270080700,0.11117936117936113,89.46437346437347,1628
15351,G1201270080801,0.10321556173084553,95.98491464867011,2519
15352,G1201270080803,0.13764813126709202,68.4412032816773,2194
15353,G1201270080804,0.14797507788161993,81.58177570093459,1284
15354,G1201270080805,0.17797947908445141,60.31965272296764,2534
15355,G1201270080900,0.1666165413533834,54.97684210526316,3325
15356,G1201270081000,0.13737796373779632,71.52998605299861,1434
15357,G1201270081100,0.08478038815117461,117.8993871297242,1958
15358,G1201270081200,0.15925058548009366,125.84777517564403,2135
15359,G1201270081300,0.1343424787133396,115.34153263954589,1057
15360,G1201270081500,0.15983606557377047,76.76024590163935,488
15361,G1201270081600,0.21026653504442244,50.20236920039487,1013
15362,G1201270081700,0.18947368421052627,59.31918505942275,2945
15363,G1201270081800,0.20281509916826612,53.444017914267434,1563
15364,G1201270081900,0.20263591433278413,50.56177924217463,607
15365,G1201270082000,0.16714697406340057,70.17002881844381,347
15366,G1201270082100,0.21091205211726385,52.00244299674267,1228
15367,G1201270082201,0.12851405622489953,96.0,996
15368,G1201270082202,0.13584905660377355,63.39748427672956,795
15369,G1201270082301,0.12512820512820508,70.01230769230769,975
15370,G1201270082302,0.0,58.18181818181818,22
15371,G1201270082303,0.12677595628415295,72.69617486338798,915
15372,G1201270082401,0.17899543378995428,101.15981735159818,1095
15373,G1201270082404,0.12711182622687045,59.0353982300885,1243
15374,G1201270082405,0.13684871311989952,62.8976773383553,1593
15375,G1201270082406,0.10138648180242635,63.83362218370884,1154
15376,G1201270082408,0.14470284237726097,57.3161068044789,1161
15377,G1201270082409,0.09321771446268189,82.77516258903685,3229
15378,G1201270082410,0.15609452736318405,62.80286069651741,1608
15379,G1201270082501,0.13131313131313127,85.70202020202021,2376
15380,G1201270082503,0.13655364607524384,63.24523920111472,2153
15381,G1201270082505,0.11242270938729619,84.19842608206858,3558
15382,G1201270082506,0.12423873325213153,58.00243605359318,1642
15383,G1201270082507,0.12037871956717763,93.86564472497746,2218
15384,G1201270082601,0.06881648936170211,177.13264627659575,3008
15385,G1201270082602,0.06206390011017257,205.99926551597503,2723
15386,G1201270082701,0.04157549234135663,248.66192560175054,914
15387,G1201270082702,0.05353728489483744,178.6288240917782,4184
15388,G1201270082800,0.0870421425758172,99.51673887357228,2539
15389,G1201270082901,0.11629551078119471,80.43195475433015,2829
15390,G1201270082902,0.12424849699398793,80.99866399465598,1497
15391,G1201270083001,0.14943553178847294,67.75638740344623,3366
15392,G1201270083003,0.11161290322580641,68.16129032258064,1550
15393,G1201270083004,0.1575757575757575,66.02551834130782,6270
15394,G1201270083005,0.12528301886792445,76.13811320754716,1325
15395,G1201270083203,0.07371671169432648,121.11192589733693,2591
15396,G1201270083204,0.0885102239532619,106.51402142161636,10270
15397,G1201270090101,0.11919040479760118,71.9047976011994,1334
15398,G1201270090102,0.10703812316715539,73.51759530791789,682
15399,G1201270090201,0.13050752928053538,74.03708867819297,3586
15400,G1201270090202,0.12303370786516848,76.07471910112359,1780
15401,G1201270090301,0.1370053688606084,70.59693776098628,5029
15402,G1201270090302,0.12421777221526903,97.18929912390487,3196
15403,G1201270090400,0.12721893491124256,66.09541420118343,1352
15404,G1201270090500,0.12499999999999994,79.41447368421052,456
15405,G1201270090600,0.19852941176470584,54.846507352941174,2176
15406,G1201270090701,0.13256227758007114,71.95106761565836,2248
15407,G1201270090702,0.16396979503775622,66.55933117583604,1854
15408,G1201270090801,0.1639645151422453,61.53487304986234,6538
15409,G1201270090802,0.16383307573415765,66.09312210200927,2588
15410,G1201270090901,0.11020312864814379,90.40812514592575,4283
15411,G1201270090902,0.13318557324199068,77.86036671368124,4963
15412,G1201270091001,0.1435325903411009,90.51502870651807,2961
15413,G1201270091005,0.09816612729234085,83.41639697950377,927
15414,G1201270091006,0.17582089552238803,60.55985074626866,6700
15415,G1201270091007,0.17483278892518272,62.22787369730907,6429
15416,G1201270091009,0.19719169719169713,61.85567765567765,8190
15417,G1201270091010,0.15903340080971654,63.30414979757085,7904
15418,G1201270091011,0.1892415798400775,63.034286406590745,8254
15419,G1201270091012,0.1804298025526344,64.04614377658994,9167
15420,G1201270091013,0.18165137614678895,65.79796126401631,4905
15421,G1201270091014,0.16921377278585892,65.64592156140674,5431
15422,G1201290010100,0.12466666666666663,82.66933333333333,1500
15423,G1201290010201,0.1360184879498184,67.24166391548366,3029
15424,G1201290010202,0.14120171673819737,70.80085836909872,2330
15425,G1201290010203,0.13728222996515677,66.95017421602788,2870
15426,G1201310950100,0.13508920985556497,58.13084112149533,2354
15427,G1201310950200,0.1490545050055617,57.61846496106785,899
15428,G1201310950300,0.13330711757766414,63.28548957923712,2543
15429,G1201310950400,0.1553254437869822,56.244082840236686,676
15430,G1201310950500,0.12814159292035396,95.07716814159292,2825
15431,G1201310950600,0.05905301410859336,293.5282706284737,18712
15432,G1201330970100,0.14192708333333334,58.922526041666664,1536
15433,G1201330970200,0.12893553223388302,57.88005997001499,667
15434,G1201330970300,0.12504736642667671,59.503599848427434,2639
15435,G1300010950100,0.15903614457831322,59.274698795180726,415
15436,G1300010950200,0.17199999999999993,51.148,500
15437,G1300010950300,0.11930294906166218,60.13672922252011,746
15438,G1300010950400,0.16470588235294115,57.82941176470588,170
15439,G1300010950500,0.14321608040201,81.43467336683418,398
15440,G1300030960100,0.12977099236641218,52.770992366412216,131
15441,G1300030960200,0.21839080459770113,52.45593869731801,261
15442,G1300030960300,0.30158730158730157,47.80952380952381,63
15443,G1300050970100,0.0869565217391304,59.17056856187291,299
15444,G1300050970200,0.11633372502937717,59.2972972972973,851
15445,G1300070960100,0.14705882352941171,46.705882352941174,238
15446,G1300070960200,0.35294117647058826,98.05882352941177,17
15447,G1300090970100,0.16026165167620604,68.59934587080949,1223
15448,G1300090970200,0.10377358490566035,90.97720125786164,1272
15449,G1300090970300,0.13320707070707066,79.32133838383838,1584
15450,G1300090970400,0.15682656826568261,62.83579335793358,1084
15451,G1300090970500,0.1424657534246575,71.75205479452055,730
15452,G1300090970600,0.18478260869565213,46.75,552
15453,G1300090970701,0.1420454545454545,59.98295454545455,176
15454,G1300090970702,0.2426470588235294,52.286764705882355,272
15455,G1300090970800,0.14720812182741116,55.1751269035533,1182
15456,G1300110980100,0.1908190819081908,64.12511251125113,1111
15457,G1300110980200,0.1627272727272727,66.42,1100
15458,G1300110980300,0.18099089989888772,64.88877654196159,989
15459,G1300110980400,0.17653167185877464,65.95742471443405,963
15460,G1300130180101,0.13504074505238647,76.68285381673041,6013
15461,G1300130180102,0.14259173246632603,60.30933581049698,2153
15462,G1300130180201,0.16096448354512866,61.16291951775824,3069
15463,G1300130180202,0.16007303712720625,60.06938527084601,1643
15464,G1300130180300,0.1401450511945392,66.02581058020478,4688
15465,G1300130180400,0.14399664147774974,66.11544920235096,4764
15466,G1300130180500,0.14909868622059266,61.597158570119156,6546
15467,G1300150960100,0.12028237849579143,84.38745587836003,3683
15468,G1300150960200,0.12942080984110707,61.74961558175295,3902
15469,G1300150960300,0.12345112436897654,72.67921064708582,2179
15470,G1300150960400,0.1199449320254689,71.68077783514025,5811
15471,G1300150960500,0.1286141575274177,71.40229312063809,2006
15472,G1300150960600,0.10253456221198153,91.49423963133641,2604
15473,G1300150960700,0.12023939064200213,79.61915125136018,1838
15474,G1300150960801,0.1133942161339421,64.55783866057838,1314
15475,G1300150960802,0.13672496025437197,61.38314785373609,629
15476,G1300150960803,0.10431947840260795,81.74898125509372,1227
15477,G1300150960900,0.12720018774935457,69.90049284205585,4261
15478,G1300150961000,0.12779267202859693,71.38605898123325,3357
15479,G1300170960100,0.10687022900763359,56.31806615776082,393
15480,G1300170960200,0.1187214611872146,56.52054794520548,219
15481,G1300170960300,0.16194331983805665,46.53238866396761,494
15482,G1300170960400,0.16546762589928057,48.8968824940048,417
15483,G1300170960500,0.13559322033898302,61.051977401129946,885
15484,G1300190970100,0.1955555555555555,53.96,225
15485,G1300190970200,0.24,50.215,200
15486,G1300190970300,0.1387195121951219,53.605182926829265,656
15487,G1300190970400,0.25634517766497456,51.692893401015226,788
15488,G1300190970500,0.17101449275362313,56.45507246376812,690
15489,G1300190970600,0.19160104986876642,56.153543307086615,762
15490,G1300210010100,0.21454545454545448,71.7309090909091,275
15491,G1300210010200,0.08253358925143951,96.25719769673704,521
15492,G1300210010300,0.19249999999999998,66.66,400
15493,G1300210010400,0.21739130434782608,55.99832775919732,598
15494,G1300210010500,0.19811320754716982,40.660377358490564,106
15495,G1300210010600,0.10367892976588625,70.51505016722408,299
15496,G1300210010700,0.12857142857142853,77.9,70
15497,G1300210010800,0.09602649006622513,118.19536423841059,302
15498,G1300210011000,0.10819327731092436,68.65021008403362,952
15499,G1300210011100,0.166270783847981,53.482185273159146,421
15500,G1300210011200,0.19999999999999996,56.83157894736842,190
15501,G1300210011300,0.18439716312056736,59.95035460992908,141
15502,G1300210011400,0.16249999999999995,81.375,80
15503,G1300210011500,0.1956521739130435,63.68478260869565,276
15504,G1300210011701,0.18241042345276864,45.495114006514655,614
15505,G1300210011702,0.2155172413793103,46.96394984326019,1276
15506,G1300210011800,0.0993914807302231,90.29006085192698,986
15507,G1300210011900,0.11111111111111106,67.64102564102564,585
15508,G1300210012000,0.1102150537634408,71.51680107526882,1488
15509,G1300210012100,0.08945260347129502,94.45527369826435,1498
15510,G1300210012200,0.17633410672853828,63.90487238979118,431
15511,G1300210012300,0.16666666666666666,59.96994535519126,732
15512,G1300210012400,0.19184890656063616,49.66600397614314,1006
15513,G1300210012500,0.18550724637681157,48.90869565217391,690
15514,G1300210012600,0.1887755102040816,49.218537414965986,1176
15515,G1300210012700,0.19749999999999995,70.82,400
15516,G1300210012800,0.1920236336779911,58.14180206794683,677
15517,G1300210012900,0.18471337579617833,60.1656050955414,471
15518,G1300210013000,0.16901408450704225,68.68075117370893,213
15519,G1300210013101,0.20125786163522008,48.772955974842766,1590
15520,G1300210013102,0.199055330634278,46.88056680161943,1482
15521,G1300210013201,0.19223985890652553,48.595238095238095,1134
15522,G1300210013202,0.19144981412639403,44.180297397769515,538
15523,G1300210013301,0.19424460431654678,46.39928057553957,278
15524,G1300210013302,0.18861209964412806,47.49110320284697,1405
15525,G1300210013401,0.11810755616065345,91.83458134785569,2938
15526,G1300210013402,0.08195516354281508,102.18155090040426,2721
15527,G1300210013501,0.13644744929317756,66.7320221266134,3254
15528,G1300210013502,0.13994910941475824,61.07888040712468,393
15529,G1300210013601,0.13824770414494905,80.29039463886821,4029
15530,G1300210013602,0.1577287066246056,67.53194006309148,2536
15531,G1300230990100,0.14778325123152705,63.45812807881774,203
15532,G1300230990200,0.13437499999999997,53.59375,320
15533,G1300230990300,0.09708737864077666,64.11650485436893,618
15534,G1300250980100,0.2997987927565392,50.989939637826964,497
15535,G1300250980200,0.32825322391559203,45.96483001172333,853
15536,G1300250980300,0.18539325842696625,51.17977528089887,534
15537,G1300270990200,0.15929203539823006,56.424778761061944,226
15538,G1300270990300,0.21650399290150843,63.21827861579414,1127
15539,G1300270990400,0.2992125984251968,61.89763779527559,635
15540,G1300270990500,0.35140562248995977,52.47991967871486,498
15541,G1300270990600,0.2604501607717042,57.31189710610933,311
15542,G1300290920100,0.12935982339955848,59.56909492273731,2265
15543,G1300290920200,0.0,51.166666666666664,6
15544,G1300290920300,0.07213765718067502,96.22667107875579,9066
15545,G1300310990100,0.13719008264462806,61.22314049586777,605
15546,G1300310990200,0.10448717948717945,68.23782051282052,1560
15547,G1300310990300,0.10820668693009115,83.45045592705168,1645
15548,G1300310990401,0.1797101449275362,56.176811594202896,345
15549,G1300310990402,0.14610389610389604,105.75974025974025,616
15550,G1300310990500,0.11276948590381422,82.13101160862355,603
15551,G1300310990600,0.12140921409214088,65.89268292682927,1845
15552,G1300310990700,0.08983606557377045,73.45114754098361,1525
15553,G1300310990800,0.11974110032362453,61.43689320388349,309
15554,G1300310990900,0.1328571428571428,66.94285714285714,1400
15555,G1300330950100,0.14806866952789696,49.53969957081545,932
15556,G1300330950200,0.13970588235294115,53.8639705882353,544
15557,G1300330950300,0.10869565217391298,41.97826086956522,92
15558,G1300330950400,0.15582450832072614,62.63086232980333,661
15559,G1300330950500,0.14470588235294116,58.324705882352944,850
15560,G1300330950700,0.28813559322033894,46.4030131826742,531
15561,G1300330950800,0.23030303030303026,56.02424242424242,165
15562,G1300350150100,0.12503966994604884,70.79117740399873,3151
15563,G1300350150200,0.1268271711092003,62.83447979363714,2326
15564,G1300350150301,0.12221041445270983,62.76567481402763,1882
15565,G1300350150302,0.0,83.66666666666667,3
15566,G1300370950100,0.21212121212121207,54.73232323232323,198
15567,G1300370950200,0.1812297734627831,41.29449838187702,309
